year,wind,hydro,solar,other_inc_bio,fk_country,gdp_constant,gdp_per_capita_constant,elec_prod_nuclear,elec_prod_fossil,elec_prod_renewable,energy_cons_nuclear,energy_cons_renewable,energy_cons_fossil,population
2000,0.0,0.31,0.0,0.0,0,6206547590.07403,308.318269746638,0.0,35.416668,64.583336,,,,19542986.0
2001,0.0,0.5,0.0,0.0,0,5621147630.73068,277.118051443941,0.0,27.536232,72.46377,,,,19688634.0
2002,0.0,0.56,0.0,0.0,0,7228795918.92525,338.139973643387,0.0,21.126762,78.873245,,,,21000258.0
2003,0.0,0.63,0.0,0.0,0,7867263256.28817,346.071627096223,0.0,30.76923,69.23077,,,,22645136.0
2004,0.0,0.56,0.0,0.0,0,7978515641.58304,338.637273888197,0.0,29.113924,70.88607,,,,23553554.0
2005,0.0,0.59,0.0,0.0,0,8874480195.58321,363.640141436773,0.0,28.04878,71.95122,,,,24411196.0
2006,0.0,0.64,0.0,0.0,0,9349921885.77888,367.75831169358,0.0,28.88889,71.111115,,,,25442946.0
2007,0.0,0.75,0.0,0.0,0,10642671963.1135,410.757728879097,0.0,25.742575,74.25742,,,,25903306.0
2008,0.0,0.54,0.0,0.0,0,11060395115.6809,417.647282647498,0.0,30.769232,69.230774,,,,26427204.0
2009,0.0,0.78,0.0,0.0,0,13426272073.2398,488.830652491949,0.0,12.35955,87.64045,,,,27385310.0
2010,0.0,0.75,0.0,0.0,0,15354612541.5059,542.871030476037,0.0,14.772727,85.22727,,,,28189672.0
2011,0.0,0.6,0.0,0.0,0,15420077665.5323,525.42698276582,0.0,22.077923,77.92208,,,,29249156.0
2012,0.0,0.71,0.03,0.0,0,17386490239.3536,568.929021458341,0.0,15.909091,84.09091,,,,30466484.0
2013,0.0,0.86,0.03,0.0,0,18360263162.7578,580.603833333096,0.0,19.81982,80.180176,,,,31541216.0
2014,0.0,0.97,0.03,0.0,0,18860496494.0404,575.146245808546,0.0,13.793104,86.2069,,,,32716214.0
2015,0.0,1.0,0.03,0.0,0,19134221644.7325,565.569730408751,0.0,12.711865,87.28814,,,,33753500.0
2016,0.0,1.02,0.04,0.0,0,19566715174.1633,563.872336723147,0.0,12.396694,87.603294,,,,34636212.0
2017,0.0,1.05,0.04,0.0,0,20084646751.4954,562.769574140988,0.0,13.4920635,86.507935,,,,35643420.0
2018,0.0,0.93,0.04,0.0,0,20323499020.3639,553.125151688293,0.0,17.094017,82.90598,,,,36686788.0
2019,0.0,0.84,0.05,0.0,0,21118473702.3471,557.861533207459,0.0,16.82243,83.17757,,,,37769496.0
2020,0.0,0.62,0.06,0.0,0,20621957125.2077,527.834554499306,0.0,15.0,85.0,,,,38972236.0
2021,0.0,0.62,0.08,0.0,0,16345202562.5485,408.625855217403,0.0,15.662651,84.33735,,,,40099460.0
2022,0.0,0.74,0.09,0.0,0,15325233810.1388,377.665627080705,0.0,15.662651,84.33735,,,,41128772.0
2023,0.0,0.75,0.09,0.0,0,,,,,,,,,
1985,,,,,1,5144722777.00532,1735.2903123439,,,,,,,
1986,,,,,1,5434743310.80588,1798.01507982468,,,,,,,
1987,,,,,1,5391926084.81754,1748.57872030222,,,,,,,
1988,,,,,1,5315358596.20905,1691.53094901661,,,,,,,
1989,,,,,1,5838206447.55577,1808.64607818532,,,,,,,
1990,0.0,2.85,0.0,0.0,1,5279160805.75993,1606.29646776458,,,,,,,
1991,0.0,3.52,0.0,0.0,1,3800882718.68776,1163.49159838489,,,,,,,
1992,0.0,3.23,0.0,0.0,1,3527709061.94659,1086.4387714304,,,,,,,
1993,0.0,3.31,0.0,0.0,1,3864937294.2247,1197.58090750054,,,,,,,
1994,0.0,3.77,0.0,0.0,1,4185837881.82175,1305.00106057165,,,,,,,
1995,0.0,4.2,0.0,0.0,1,4743489156.74337,1488.02088119627,,,,,,,
1996,0.0,5.73,0.0,0.0,1,5175146643.27572,1633.55200001885,,,,,,,
1997,0.0,5.03,0.0,0.0,1,4610021453.80966,1464.29796254199,,,,,,,
1998,0.0,4.92,0.0,0.0,1,5017059783.31958,1603.64765027651,,,,,,,
1999,0.0,5.28,0.0,0.0,1,5663799108.52767,1821.87313102694,,,,,,,
2000,0.0,4.59,0.0,0.0,1,6057218861.96683,1960.88245974115,0.0,3.805497,96.19451,,,,3182027.0
2001,0.0,3.56,0.0,0.0,1,6559562958.94637,2143.52683947815,0.0,4.607046,95.39295,,,,3153615.0
2002,0.0,3.51,0.0,0.0,1,6857139117.39279,2247.49808010881,0.0,6.199461,93.80054,,,,3123554.0
2003,0.0,4.89,0.0,0.0,1,7236245479.6585,2380.64462078713,0.0,2.1032505,97.89675,,,,3092993.0
2004,0.0,5.47,0.0,0.0,1,7635300387.08491,2522.44937446209,0.0,2.5225224,97.47747,,,,3062629.0
2005,0.0,5.37,0.0,0.0,1,8057259479.00459,2675.50863709675,0.0,1.2987013,98.7013,,,,3032636.0
2006,0.0,5.43,0.0,0.0,1,8532852033.68952,2851.36775919961,0.0,1.7857143,98.21428,,,,3003391.0
2007,0.0,2.79,0.0,0.0,1,9043394715.19952,3044.89661682055,0.0,2.4734983,97.526505,,,,2976089.0
2008,0.0,3.8,0.0,0.0,1,9721653065.53613,3298.47890843532,0.0,0.0,100.0,,,,2951690.0
2009,0.0,5.2,0.0,0.0,1,10047745438.9452,3432.1708719722,0.0,0.0,100.0,,,,2930553.0
2010,0.0,7.57,0.0,0.0,1,10420209148.0929,3577.11432498868,0.0,0.0,100.0,,,,2913402.0
2011,0.0,4.13,0.0,0.0,1,10685445792.0183,3678.04770145146,0.0,1.4319808,98.568016,,,,2900660.0
2012,0.0,4.72,0.0,0.0,1,10836884503.1437,3736.34007957648,0.0,0.0,100.0,,,,2892191.0
2013,0.0,6.96,0.0,0.0,1,10945471986.7318,3780.69919254096,0.0,0.0,100.0,,,,2887019.0
2014,0.0,4.72,0.0,0.0,1,11139693788.8124,3855.76074409659,0.0,0.0,100.0,,,,2884100.0
2015,0.0,5.89,0.0,0.0,1,11386853113.0189,3952.80357364813,0.0,0.0,100.0,,,,2882482.0
2016,0.0,7.78,0.0,0.0,1,11764325094.2129,4090.37272829183,0.0,0.0,100.0,,,,2881064.0
2017,0.0,4.52,0.0,0.0,1,12211675169.6845,4249.8200493985,0.0,0.0,100.0,,,,2879361.0
2018,0.0,8.55,0.0,0.0,1,12702504600.374,4431.55559506989,0.0,0.0,100.0,,,,2877019.0
2019,0.0,5.18,0.02,0.0,1,12964502337.0284,4542.26866282892,0.0,0.0,100.0,,,,2873883.0
2020,0.0,5.28,0.03,0.0,1,12534895529.6924,4417.04105105395,0.0,0.0,100.0,,,,2866850.0
2021,,,,,1,13659219676.8332,4858.05201500931,0.0,0.0,100.0,,,,2854710.0
2022,0.0,6.81,0.16,0.0,1,14318507636.8055,5154.8274975368,0.0,0.0,100.0,,,,2842318.0
2023,0.0,8.71,0.3,0.0,1,,,,,,,,,
2024,0.0,7.13,0.34,0.0,1,,,,,,,,,
1985,0.0,0.646,0.0,0.0,2,88090434111.7172,4002.55619416338,0.0,,,0.0,0.72826535,99.271736,22132910.0
1986,0.0,0.25,0.0,0.0,2,88442796731.5346,3888.36475873906,0.0,,,0.0,0.2664045,99.73359,22882560.0
1987,0.0,0.499,0.0,0.0,2,87823699342.291,3746.16566714647,0.0,,,0.0,0.5174274,99.482574,23586098.0
1988,0.0,0.183,0.0,0.0,2,86945457526.7687,3606.26838802575,0.0,,,0.0,0.17717436,99.82282,24243024.0
1989,0.0,0.226,0.0,0.0,2,90771059536.4893,3666.85307880529,0.0,,,0.0,0.2249582,99.77505,24889516.0
1990,0.0,0.135,0.0,0.0,2,91497228539.4122,3605.68701213527,0.0,,0.8383011,0.0,0.1267387,99.87326,25518074.0
1991,0.0,0.293,0.0,0.0,2,90399261261.5479,3478.5097627463,0.0,,1.6892477,0.0,0.277607,99.72239,26133906.0
1992,0.0,0.199,0.0,0.0,2,92026450045.6451,3455.9293629926,0.0,,1.0882642,0.0,0.18375748,99.816246,26748302.0
1993,0.0,0.353,0.0,0.0,2,90093893897.4104,3302.91950571082,0.0,,1.8182755,0.0,0.35028014,99.64972,27354326.0
1994,0.0,0.166,0.0,0.0,2,89283051958.1101,3201.56914405705,0.0,,0.83488405,0.0,0.16257899,99.83742,27937006.0
1995,0.0,0.193,0.0,0.0,2,92675803281.1129,3255.187268716,0.0,,0.9789501,0.0,0.18224756,99.81775,28478024.0
1996,0.0,0.135,0.0,0.0,2,96475509798.0632,3322.9553813945,0.0,,0.6536265,0.0,0.1288034,99.87119,28984640.0
1997,0.0,0.075,0.0,0.0,2,97536740346.8813,3297.46603365919,0.0,,0.34888592,0.0,0.074455895,99.925545,29476030.0
1998,0.0,0.215,0.0,0.0,2,102511117624.641,3410.88254399624,0.0,,0.9242542,0.0,0.20617963,99.79382,29924664.0
1999,0.0,0.203,0.0,0.0,2,105791474981.503,3471.49196276655,0.0,,0.8199701,0.0,0.1927434,99.80725,30346086.0
2000,0.0,0.05,0.0,0.0,2,109811551032.207,3553.32420521282,0.0,99.803154,0.19685039,0.0,0.053235486,99.94677,30774624.0
2001,0.0,0.07,0.0,0.0,2,113105897562.183,3610.00605632903,0.0,99.73704,0.26296017,0.0,0.065218486,99.934784,31200984.0
2002,0.0,0.06,0.0,0.0,2,119213616030.541,3754.66081539402,0.0,99.783005,0.21699819,0.0,0.05167676,99.948326,31624700.0
2003,0.0,0.26,0.0,0.0,2,126962501072.526,3945.89816092714,0.0,99.120735,0.87926954,0.0,0.228104,99.7719,32055882.0
2004,0.0,0.25,0.0,0.0,2,132675813620.79,4066.28204806069,0.0,99.2,0.8,0.0,0.2067869,99.79321,32510184.0
2005,0.0,0.55,0.0,0.0,2,139840307556.312,4223.60252134721,0.0,98.37806,1.6219405,0.0,0.43411884,99.56588,32956690.0
2006,0.0,0.22,0.0,0.0,2,143895676475.446,4279.61547125531,0.0,99.37553,0.6244678,0.0,0.16327195,99.83672,33435082.0
2007,0.0,0.22,0.0,0.0,2,148356442446.184,4339.25055772185,0.0,99.40845,0.5915569,0.0,0.15990457,99.840096,33983836.0
2008,0.0,0.28,0.0,0.0,2,152065353507.339,4367.56538019901,0.0,99.304,0.695998,0.0,0.1877543,99.81225,34569592.0
2009,0.0,0.3,0.0,0.0,2,153890137749.427,4336.10054056598,0.0,99.22078,0.7792208,0.0,0.21278548,99.78721,35196040.0
2010,0.0,0.17,0.0,0.0,2,161276864361.4,4456.61027416201,0.0,99.62825,0.37174723,0.0,0.11513415,99.884865,35856348.0
2011,0.0,0.5,0.0,0.0,2,166115170292.241,4501.35430135827,0.0,99.02382,0.97618115,0.0,0.23525994,99.76474,36543548.0
2012,0.0,0.62,0.0,0.0,2,170101934379.255,4518.4397895726,0.0,98.91986,1.0801394,0.0,0.22453195,99.77547,37260568.0
2013,0.0,0.33,0.0,0.0,2,174524584673.116,4543.23444004859,0.0,99.44899,0.5510102,0.0,0.06476319,99.935234,38000628.0
2014,0.0,0.25,0.0,0.0,2,181680092644.714,4634.10149183949,0.0,99.611015,0.388984,0.0,0.11750259,99.88249,38760168.0
2015,0.02,0.14,0.06,0.0,2,187493855609.345,4685.05902729002,0.0,99.68043,0.31958166,0.0,0.09681336,99.90318,39543148.0
2016,0.03,0.22,0.09,0.0,2,194806115978.109,4768.73140080218,0.0,99.521385,0.4786036,0.0,0.14580713,99.854195,40339328.0
2017,0.01,0.06,0.57,0.0,2,197728207717.781,4742.90075536604,0.0,99.15867,0.84133035,0.0,0.24701828,99.75298,41136548.0
2018,0.01,0.12,0.65,0.0,2,200496402625.83,4717.00358853556,0.0,98.983185,1.0168166,0.0,0.28842947,99.71157,41927008.0
2019,0.01,0.15,0.68,0.0,2,202300870249.462,4672.66408682198,0.0,98.97034,1.0296642,0.0,0.29497427,99.705025,42705372.0
2020,0.01,0.05,0.66,0.0,2,192185826736.989,4363.68533766912,0.0,99.078514,0.9214845,0.0,0.30043116,99.69956,43451668.0
2021,0.01,0.09,0.81,0.0,2,199488888152.994,4456.74687641147,0.0,99.22762,0.77238154,0.0,0.25285673,99.74714,44177964.0
2022,0.01,0.02,0.83,0.0,2,206670488126.502,4544.46688059647,0.0,99.22885,0.77114993,0.0,0.24182516,99.75818,44903228.0
2023,0.02,0.02,0.87,0.0,2,,,0.0,,0.8541283,0.0,0.27036947,99.72963,45606480.0
2000,0.0,0.0,0.0,0.0,3,,,0.0,100.0,0.0,,,,58251.0
2001,0.0,0.0,0.0,0.0,3,,,0.0,100.0,0.0,,,,58342.0
2002,0.0,0.0,0.0,0.0,3,744923664.122138,13054.6364326897,0.0,99.99999,0.0,,,,58200.0
2003,0.0,0.0,0.0,0.0,3,752116030.534351,13201.7347516166,0.0,100.0,0.0,,,,57962.0
2004,0.0,0.0,0.0,0.0,3,755198473.282443,13291.5356626851,0.0,100.0,0.0,,,,57653.0
2005,0.0,0.0,0.0,0.0,3,752116030.534351,13284.2791128875,0.0,100.0,0.0,,,,57277.0
2006,0.0,0.0,0.0,0.0,3,721291603.053435,12794.7565021718,0.0,100.0,0.0,,,,56857.0
2007,0.0,0.0,0.0,0.0,3,734648854.961832,13092.3111393408,0.0,100.0,0.0,,,,56402.0
2008,0.0,0.0,0.0,0.0,3,715126717.557252,12809.4633079683,0.0,100.0,0.0,,,,55909.0
2009,0.0,0.0,0.0,0.0,3,685329770.992367,12342.0575384016,0.0,99.99999,0.0,,,,55386.0
2010,0.0,0.0,0.0,0.0,3,687384732.824428,12446.3086265015,0.0,100.0,0.0,,,,54871.0
2011,0.0,0.0,0.0,0.0,3,687384732.824428,12521.8095058644,0.0,100.0,0.0,,,,54334.0
2012,0.0,0.0,0.0,0.0,3,657587786.259542,12068.2667374983,0.0,100.0,0.0,,,,53718.0
2013,0.0,0.0,0.0,0.0,3,641148091.603054,11871.7937192729,0.0,100.0,0.0,,,,53017.0
2014,0.0,0.0,0.0,0.0,3,652450381.679389,12203.0894714284,0.0,100.0,0.0,,,,52234.0
2015,0.0,0.0,0.0,0.0,3,673000000.0,12727.4102651386,0.0,100.0,0.0,,,,51391.0
2016,0.0,0.0,0.0,0.0,3,661697709.923664,12665.2829921268,0.0,100.0,0.0,,,,50468.0
2017,0.0,0.0,0.0,0.0,3,615461068.70229,11930.7771236826,0.0,100.0,0.0,,,,49486.0
2018,0.0,0.0,0.0,0.0,3,631900763.358779,12412.6024074562,0.0,100.0,0.0,,,,48445.0
2019,0.0,0.0,0.0,0.0,3,628818320.610687,12524.0160252283,0.0,100.0,0.0,,,,47341.0
2020,0.0,0.0,0.0,0.0,3,656560305.343511,13194.274740128,0.0,100.0,0.0,,,,46216.0
2021,0.0,0.0,0.0,0.0,3,651422900.763359,13233.5784817341,0.0,100.0,0.0,,,,45056.0
2022,0.0,0.0,0.01,0.0,3,662725190.839695,13709.0974895473,0.0,94.44444,5.5555553,,,,44295.0
2023,0.0,0.0,0.0,0.0,3,,,,,,,,,
1985,,,,,4,25205340428.2749,2577.46509177461,,,,,,,
1986,,,,,4,25936295739.8901,2557.95883799319,,,,,,,
1987,,,,,4,26995209500.2078,2571.49691872454,,,,,,,
1988,,,,,4,28649716324.6879,2637.78185527742,,,,,,,
1989,,,,,4,28661640755.4345,2550.29431304775,,,,,,,
1990,,,,,4,27672785864.6311,2380.17624300565,,,,,,,
1991,,,,,4,27947122601.4351,2324.36937619854,,,,,,,
1992,,,,,4,26315491127.1309,2118.16654532324,,,,,,,
1993,,,,,4,20004137038.1834,1559.517151584,,,,,,,
1994,,,,,4,20272065135.4562,1529.994431256,,,,,,,
1995,,,,,4,23312874911.6258,1701.69727652709,,,,,,,
1996,,,,,4,26470456890.2009,1867.93503101029,,,,,,,
1997,,,,,4,28395991341.425,1936.91619338589,,,,,,,
1998,,,,,4,29728088881.4462,1961.03722525713,,,,,,,
1999,,,,,4,30376604083.8731,1938.86184025918,,,,,,,
2000,0.0,0.9,0.0,0.0,4,31304495193.7788,1932.98847886814,0.0,36.80555,63.194443,,,,16394067.0
2001,0.0,1.01,0.0,0.0,4,32621161809.6533,1947.85672988915,0.0,37.80488,62.19512,,,,16941584.0
2002,0.0,1.13,0.0,0.0,4,37079068252.7358,2139.87259662901,0.0,35.227272,64.77273,,,,17516140.0
2003,0.0,1.23,0.0,0.0,4,38187732393.4926,2128.19579323903,0.0,37.688442,62.311558,,,,18124346.0
2004,0.0,1.73,0.0,0.0,4,42369289092.8509,2277.86696532928,0.0,21.875,78.125,,,,18771128.0
2005,0.0,2.2,0.0,0.0,4,48737393239.5031,2526.41057941008,0.0,15.589353,84.410645,,,,19450962.0
2006,0.0,2.64,0.0,0.0,4,54366562157.632,2716.25302638209,0.0,14.7651005,85.2349,,,,20162338.0
2007,0.0,2.47,0.0,0.0,4,61983317520.5949,2983.0418728513,0.0,23.148148,76.85185,,,,20909692.0
2008,0.0,3.1,0.0,0.0,4,68906854084.0594,3193.28772270836,0.0,22.222221,77.77777,,,,21691524.0
2009,0.0,3.06,0.0,0.0,4,69499453030.6657,3100.60927365473,0.0,33.401222,66.59878,,,,22507674.0
2010,0.0,3.67,0.01,0.0,4,72556300249.883,3114.69608592822,0.0,32.05128,67.948715,,,,23364196.0
2011,0.0,3.97,0.01,0.0,4,75075493556.7676,3099.9422899117,0.0,28.975266,71.024734,,,,24259120.0
2012,0.0,3.73,0.01,0.0,4,81488522604.1031,3236.57494513146,0.0,29.015545,70.98446,,,,25188298.0
2013,0.0,4.72,0.01,0.0,4,85525963563.9192,3268.63890723473,0.0,41.963192,58.03681,,,,26147012.0
2014,0.0,4.99,0.02,1.14,4,89650503847.7041,3300.73510980871,0.0,47.17573,52.82427,,,,27128340.0
2015,0.0,5.04,0.02,1.15,4,90496420506.5957,3213.90261080059,0.0,45.398773,54.601227,,,,28127724.0
2016,0.0,5.76,0.02,1.2,4,88161567931.4379,3020.98332805417,0.0,41.438984,58.561024,,,,29154742.0
2017,0.0,7.58,0.02,0.17,4,88031782694.3787,2911.60084214038,0.0,28.584642,71.41535,,,,30208634.0
2018,0.0,9.79,0.02,0.17,4,86872966032.8735,2775.74642272991,0.0,20.547945,79.45205,,,,31273538.0
2019,0.0,10.87,0.02,0.25,4,86262880684.9456,2664.43850995544,0.0,26.801516,73.19849,,,,32353592.0
2020,0.0,11.95,0.02,0.26,4,81399194250.7301,2433.37637275564,0.0,24.390245,75.60976,,,,33428490.0
2021,0.0,11.5,0.02,0.28,4,82375341952.5616,2385.44881834294,0.0,24.569733,75.43027,,,,34503776.0
2022,0.0,12.64,0.39,0.05,4,84883445838.1604,2382.02263952585,0.0,24.970484,75.02951,,,,35588996.0
2023,0.0,13.27,0.39,0.05,4,,,,,,,,,
1985,,,,,5,612191037.523402,9477.96190681987,,,,,,,
1986,,,,,5,682557487.247039,10619.1655866426,,,,,,,
1987,,,,,5,727784182.824373,11381.2307700931,,,,,,,
1988,,,,,5,765727808.265083,12035.3929909794,,,,,,,
1989,,,,,5,805945565.043635,12727.1309126512,,,,,,,
1990,,,,,5,830215153.179637,13164.2272092671,,,,,,,
1991,,,,,5,848287550.612035,13382.6739017785,,,,,,,
1992,,,,,5,858115307.90483,13323.9442876969,,,,,,,
1993,,,,,5,903426095.155429,13774.4689520092,,,,,,,
1994,,,,,5,963738105.684428,14417.9361441651,,,,,,,
1995,,,,,5,921725174.48967,13517.2120795095,,,,,,,
1996,,,,,5,982603889.773275,14115.4382832454,,,,,,,
1997,,,,,5,1036364062.10708,14585.7889477865,,,,,,,
1998,,,,,5,1085396819.93955,14989.1843884929,,,,,,,
1999,,,,,5,1125640169.83605,15280.3215843951,,,,,,,
2000,0.0,0.0,0.0,0.0,5,1195469164.08273,15958.3132753462,0.0,100.0,0.0,,,,75070.0
2001,0.0,0.0,0.0,0.0,5,1141098413.07784,15000.8336257587,0.0,100.0,0.0,,,,76227.0
2002,0.0,0.0,0.0,0.0,5,1152820061.09893,14965.4696892062,0.0,100.0,0.0,,,,77216.0
2003,0.0,0.0,0.0,0.0,5,1222875737.24746,15701.2446362213,0.0,100.0,0.0,,,,78095.0
2004,0.0,0.0,0.0,0.0,5,1293395745.6788,16430.5408564489,0.0,100.0,0.0,,,,78955.0
2005,0.0,0.0,0.0,0.0,5,1377129115.29174,17298.2265678329,0.0,100.0,0.0,,,,79879.0
2006,0.0,0.0,0.0,0.0,5,1552134855.83376,19256.3006281792,0.0,100.0,0.0,,,,80909.0
2007,0.0,0.0,0.0,0.0,5,1696721347.61236,20766.6864243165,0.0,100.0,0.0,,,,82035.0
2008,0.0,0.0,0.0,0.0,5,1696483697.23139,20461.2564795372,0.0,100.0,0.0,,,,83267.0
2009,0.0,0.0,0.0,0.0,5,1493533928.0477,17743.6223972972,0.0,99.99999,0.0,,,,84546.0
2010,0.0,0.0,0.0,0.0,5,1376434444.94739,16132.6118723322,0.0,99.99999,0.0,,,,85710.0
2011,0.0,0.0,0.0,0.0,5,1349473923.26693,15631.2134928755,0.0,99.99999,0.0,,,,86749.0
2012,0.0,0.0,0.0,0.0,5,1394989455.46113,15986.5855542187,0.0,99.99999,0.0,,,,87688.0
2013,0.0,0.0,0.0,0.0,5,1386609537.41236,15745.4753067356,0.0,99.99999,0.0,,,,88512.0
2014,0.0,0.0,0.0,0.0,5,1417273748.87615,15966.5831000524,0.0,100.0,0.0,,,,89252.0
2015,0.0,0.0,0.01,0.0,5,1437755555.55556,16080.6580495873,0.0,97.14286,2.857143,,,,89958.0
2016,0.0,0.0,0.0,0.0,5,1496700162.35408,16635.7318893628,0.0,100.0,0.0,,,,90575.0
2017,0.0,0.0,0.01,0.0,5,1533568876.84089,16951.5063540798,0.0,97.14286,2.857143,,,,91133.0
2018,0.0,0.0,0.01,0.0,5,1640200774.69966,18038.8532949834,0.0,97.22222,2.7777777,,,,91644.0
2019,0.0,0.0,0.01,0.0,5,1691054300.06629,18508.9783729509,0.0,97.22222,2.7777777,,,,92127.0
2020,0.0,0.0,0.02,0.0,5,1371776497.48049,14935.6150238496,0.0,94.28571,5.714286,,,,92672.0
2021,0.0,0.0,0.02,0.0,5,1484148566.07947,16071.0843222933,0.0,94.28571,5.714286,,,,93229.0
2022,0.0,0.0,0.02,0.0,5,1625386015.56633,17507.3892241095,0.0,94.44444,5.5555553,,,,93772.0
2023,0.0,0.0,0.02,0.0,5,,,,,,,,,
1985,0.0,20.653124,0.0,0.12000641,6,272218554792.861,8973.31874865813,12.727429,41.419544,,3.3971066,12.759911,83.84299,30287120.0
1986,0.0,21.030247,0.0,0.123990245,6,288969188904.054,9378.46866394349,11.649825,45.197803,,3.1844246,12.297877,84.51769,30748332.0
1987,0.0,21.912518,0.0,0.10598629,6,296785426416.393,9484.45876638052,12.40519,45.345196,,3.4492764,12.24687,84.30385,31216450.0
1988,0.0,15.259144,0.0,0.12296129,6,293550663101.649,9236.80771302535,11.04391,59.597527,,3.042493,8.416951,88.54056,31690790.0
1989,0.0,13.187393,0.0,0.10600155,6,272541389928.67,8445.4100923428,9.907042,63.709454,,2.7420633,7.543206,89.71474,32165770.0
1990,0.0,17.713175,0.0,0.13302182,6,265817211205.311,8115.09386370753,14.275102,49.90442,34.989185,4.0271096,10.29241,85.68047,32637658.0
1991,0.0,15.869253,0.0,0.1310081,6,290094591011.844,8729.82318518892,14.401829,54.799755,29.710293,4.221327,9.080978,86.6977,33105766.0
1992,0.0,19.16509,0.0,0.12998593,6,313120244489.89,9293.18692251748,12.620506,52.20377,34.389725,3.5923667,10.2065,86.20113,33568280.0
1993,0.0,23.768307,0.0,0.09599508,6,338817957426.035,9920.67358582437,12.526512,48.27552,38.57245,3.805663,12.215968,83.97837,34027240.0
1994,0.0,27.286676,0.0,0.099004395,6,358592053441.545,10359.8927204871,12.549138,45.143917,41.73245,3.8384404,13.306112,82.855446,34488696.0
1995,0.0,26.503681,0.0,0.119016126,6,348389357874.283,9934.10776139515,10.519694,49.120033,39.635246,3.1914546,12.535252,84.27329,34946116.0
1996,0.009618,22.471685,0.0,0.22302064,6,367643757074.802,10352.1400002191,10.692402,56.030098,32.54642,3.220835,10.224623,86.55454,35389360.0
1997,0.014592,27.924665,0.0,0.17875852,6,397463514160.866,11056.6881331002,10.986377,49.855396,38.803555,3.3981621,12.513889,84.08795,35815968.0
1998,0.032541,26.475504,1.7e-05,0.20689325,6,412766570325.764,11348.2022124673,10.048597,53.7695,36.01876,3.0719392,11.481932,85.44613,36233196.0
1999,0.034781,21.396791,2.6e-05,0.26199996,6,398792535409.293,10838.3199346387,8.800573,63.99072,26.86689,2.8967624,9.2246065,87.87863,36653032.0
2000,0.04,28.49,0.0,0.36,6,395646066535.875,10631.6503639029,6.9453807,60.463024,32.59159,2.5082862,12.283152,85.20856,37070772.0
2001,0.05,36.65,0.0,0.34,6,378202665751.853,10051.9448463043,7.832261,51.131573,41.036167,2.9156404,15.93624,81.148125,37480492.0
2002,0.07,35.49,0.0,0.5,6,336999433710.193,8861.56199282278,6.880246,50.11231,43.00745,2.4911704,16.247978,81.26085,37885024.0
2003,0.08,33.47,0.0,0.83,6,366780211148.674,9545.53194119994,8.222005,54.024113,37.75388,3.0015123,14.40661,82.59188,38278164.0
2004,0.07,30.14,0.0,0.82,6,399898899166.738,10302.4465316428,7.849591,60.831837,31.318571,2.9214582,12.185576,84.89297,38668796.0
2005,0.08,33.66,0.0,0.86,6,435296589745.339,11099.7509190602,6.496454,60.20804,33.29551,2.3889818,12.790038,84.82098,39070504.0
2006,0.07,37.57,0.0,1.03,6,470325565798.353,11870.2791559298,6.8059597,58.68818,34.505863,2.5383062,13.449896,84.0118,39476856.0
2007,0.06,30.06,0.0,1.06,6,512690850741.56,12811.9021206578,6.38654,65.11628,28.497179,2.2737732,10.613073,87.11315,39876116.0
2008,0.04,30.11,0.0,1.13,6,533491913656.279,13197.3570267029,6.0618486,67.32015,26.617996,2.272979,10.447249,87.27977,40273768.0
2009,0.04,33.53,0.0,1.13,6,501917060966.235,12285.3784651865,6.6873775,64.00425,29.308369,2.5723329,11.797741,85.62992,40684344.0
2010,0.03,33.02,0.0,1.36,6,552738161802.463,13387.1553748458,5.7222223,66.68254,27.595238,2.1724014,11.650168,86.17743,41100124.0
2011,0.06,31.03,0.0,1.34,6,585924294024.785,14040.6189124444,4.9424663,69.874115,25.18341,1.8636241,10.914268,87.222115,41520736.0
2012,0.82,28.71,0.01,1.39,6,579910247223.428,13754.4254235596,4.70519,72.51139,22.783413,1.7849432,10.176803,88.03826,41952364.0
2013,1.01,32.51,0.01,1.5,6,593858966307.156,13946.0950832252,4.453209,70.61312,24.933668,1.6540858,10.940409,87.40551,42388268.0
2014,0.62,32.33,0.02,1.4,6,578937574935.696,13456.1319159151,3.977191,71.091385,24.931429,1.4629076,11.038969,87.49812,42824064.0
2015,0.59,31.94,0.01,1.43,6,594749285413.212,13679.6264980954,4.84115,71.482605,23.676249,1.8245771,10.89336,87.28206,43257064.0
2016,0.54,29.4,0.01,1.07,6,582376550428.09,13265.8860639123,5.625765,72.97867,21.39557,2.1445594,10.17179,87.68365,43668236.0
2017,0.61,31.46,0.02,1.31,6,598790850843.677,13520.1129846159,4.182405,72.68732,23.13028,1.5682224,10.979133,87.452644,44054616.0
2018,1.4,31.96,0.11,1.5,6,583118120294.002,13058.3285449954,4.6804743,71.32443,23.995094,1.7724298,11.331651,86.89592,44413592.0
2019,4.95,27.33,0.79,1.56,6,571450737224.442,12706.3978108968,6.048878,69.02458,24.926538,2.3026452,11.911147,85.78621,44745516.0
2020,9.32,24.26,1.33,2.14,6,514874343768.066,11393.0505957877,6.9206305,67.76134,25.318031,2.900478,12.310073,84.78945,45036032.0
2021,12.81,20.19,2.17,2.01,6,568636554720.066,12549.2811699342,6.6405487,69.17402,24.18544,2.6642268,11.335143,86.00063,45276788.0
