year,wind,hydro,solar,other_inc_bio,fk_country,gdp_constant,gdp_per_capita_constant,elec_prod_nuclear,elec_prod_fossil,elec_prod_renewable,energy_cons_nuclear,energy_cons_renewable,energy_cons_fossil,population
1998,0.003,33.475414,0.008,0.689,185,501326351582.974,70510.0254673626,40.529877,,53.999886,20.369028,28.326654,51.30431,7108225.0
1999,0.003,40.008263,0.01,0.749,185,509661911268.691,71341.3428528522,36.08572,,59.416874,18.814938,32.331287,48.85377,7142199.0
2000,0.0,33.85,0.01,0.14,185,529837997852.025,73749.9388039148,40.00302,3.0096793,56.987293,20.45339,30.638754,48.907856,7182052.0
2001,0.0,38.29,0.01,0.14,185,538186453673.233,74439.463600957,37.73399,2.8712173,59.39479,19.288336,31.92899,48.782677,7224413.0
2002,0.0,32.32,0.01,0.14,185,537792409245.141,73824.3848823894,41.62972,3.1799417,55.19033,20.910793,29.157335,49.93187,7276479.0
2003,0.0,31.95,0.02,0.14,185,537618172697.61,73254.952914928,42.07224,3.259872,54.667892,21.19737,28.98333,49.819298,7330729.0
2004,0.01,30.94,0.02,0.15,185,552143052382.242,74718.6836114474,42.210743,3.3662128,54.423042,20.726498,28.126806,51.14669,7381153.0
2005,0.01,28.66,0.02,0.16,185,567325324289.261,76282.9839647849,40.380623,3.7543254,55.86505,18.689157,27.23591,54.074936,7428437.0
2006,0.01,28.27,0.02,0.16,185,590436050103.238,78893.8077357762,44.77708,3.508772,51.714146,21.54542,26.256657,52.197926,7475014.0
2007,0.02,32.36,0.03,0.15,185,613559744788.948,81254.1700504637,42.029205,3.0558484,54.914948,21.201683,29.21831,49.58001,7541909.0
2008,0.02,33.21,0.03,0.15,185,630788401993.241,82481.068036134,41.318615,2.99821,55.683178,20.4595,29.095587,50.44492,7638288.0
2009,0.02,32.83,0.05,0.13,185,616296829272.353,79585.5215942023,41.532925,2.9248538,55.542225,20.754477,29.297272,49.948257,7734402.0
2010,0.04,33.26,0.09,0.14,185,636285784211.754,81315.4228645667,39.87888,3.39137,56.729748,19.65774,29.107452,51.23481,7822444.0
2011,0.07,29.91,0.17,0.15,185,647822333890.064,81874.3361860796,42.477734,3.4192114,54.103054,21.265593,28.232935,50.501472,7910988.0
2012,0.09,35.78,0.3,0.15,185,655461803595.119,81964.8864216996,37.34038,3.17041,59.489216,19.04362,31.610807,49.345577,7995738.0
2013,0.09,35.63,0.5,0.15,185,667208623354.645,82479.9215356402,37.836655,2.9553063,59.20803,19.064266,31.100544,49.835186,8088370.0
2014,0.1,35.12,0.84,0.14,185,682887233860.616,83394.3711423724,39.326485,2.6398401,58.033672,20.95013,32.28236,46.767513,8187792.0
2015,0.11,35.38,1.12,0.12,185,694118186379.628,83806.4476003837,34.947784,2.815196,62.237022,17.87047,33.313087,48.816444,8281735.0
2016,0.11,31.98,1.33,0.15,185,708477337578.722,84611.0998479606,34.615387,3.5024552,61.882168,17.30209,32.569138,50.12878,8372902.0
2017,0.13,31.48,1.68,0.16,185,718132463597.499,84967.5885484699,33.881958,3.3416457,62.776386,16.53549,32.465992,50.99852,8451688.0
2018,0.12,32.1,1.95,0.15,185,738674253452.249,86756.6021294513,38.482426,2.866194,58.65138,19.281832,32.574883,48.143284,8514431.0
2019,0.15,35.16,2.18,0.15,185,747109782866.389,87123.6604363226,37.438004,2.6923623,59.869633,19.034239,33.7412,47.22456,8575593.0
2020,0.15,37.87,2.6,0.17,185,731108654673.334,84637.0132313179,35.070816,2.7303257,62.198864,18.775286,36.92606,44.298656,8638609.0
2021,0.15,36.96,2.89,0.11,185,770529214794.414,88520.3220012179,30.68146,2.725832,66.59271,15.60909,37.471905,46.919,8691409.0
2022,0.15,29.9,3.86,2.08,185,790318933740.326,90043.4100399046,38.461536,2.7621648,58.77629,19.93178,33.011185,47.057037,8740471.0
2023,0.15,37.59,4.56,2.08,185,,,34.12329,2.4262943,63.450417,18.485888,38.325344,43.188774,8796671.0
2024,0.14,45.69,5.47,2.08,185,,,,,,,,,
1985,,,,,186,11847234653.6168,1114.96333160075,,,,,,,
1986,,,,,186,10905032498.4308,991.110343692121,,,,,,,
1987,,,,,186,11088485934.924,973.620239150271,,,,,,,
1988,,,,,186,13085648671.6563,1110.62259949839,,,,,,,
1989,,,,,186,11299813272.7818,927.806683995465,,,,,,,
1990,,,,,186,11722376106.9772,931.885068358616,,,,,,,
1991,,,,,186,12621068341.9937,972.285831689207,,,,,,,
1992,,,,,186,14258373042.4108,1065.204692606,,,,,,,
1993,,,,,186,15135390678.6727,1097.11040673676,,,,,,,
1994,,,,,186,16227110828.6577,1142.06397841767,,,,,,,
1995,,,,,186,17367323301.2802,1188.17539496366,,,,,,,
1996,,,,,186,19073761705.9878,1270.05124654802,,,,,,,
1997,,,,,186,20031990206.4395,1299.29856564941,,,,,,,
1998,,,,,186,21391221744.2321,1352.12789604368,,,,,,,
1999,,,,,186,20631095402.7371,1271.32227335953,,,,,,,
2000,0.0,3.2,0.0,0.02,186,20770487869.9399,1248.38488334216,0.0,87.08911,12.910892,,,,16307659.0
2001,0.0,3.38,0.0,0.02,186,20988014510.4076,1230.87200021533,0.0,87.135376,12.864622,,,,16727949.0
2002,0.0,2.43,0.0,0.02,186,21818055209.1143,1249.00621359351,0.0,91.16495,8.835055,,,,17164026.0
2003,0.0,2.73,0.0,0.02,186,23389922826.4268,1307.4814585452,0.0,90.82237,9.177631,,,,17611356.0
2004,0.0,4.13,0.0,0.02,186,25004519710.9876,1363.61946683869,0.0,86.91328,13.086727,,,,18084010.0
2005,0.0,4.28,0.0,0.03,186,26558570073.3917,1411.63184941498,0.0,87.94345,12.0565405,,,,18583556.0
2006,0.0,3.91,0.0,0.03,186,27898767456.1339,1420.72293121298,0.0,89.40768,10.592316,,,,19432012.0
2007,0.0,3.44,0.0,0.03,186,29481908620.0444,1411.6899137524,0.0,90.9232,9.076804,,,,20703000.0
2008,0.0,2.84,0.0,0.03,186,30801717185.314,1423.59559425951,0.0,92.937164,7.0628347,,,,21474060.0
2009,0.0,1.85,0.0,0.03,186,32622727886.4047,1484.40523742854,0.0,95.61606,4.3839407,,,,21827222.0
2010,0.0,2.57,0.0,0.03,186,34316469200.952,1526.36894402751,0.0,94.358315,5.6416883,,,,22337558.0
2011,0.0,3.25,0.0,0.03,186,35294489548.9953,1542.71957174916,0.0,92.75813,7.2418737,,,,22730734.0
2012,0.0,3.2,0.0,0.02,186,25998267919.3561,1142.29080150598,0.0,90.73443,9.265572,,,,22605582.0
2013,0.0,2.97,0.0,0.01,186,19160700666.0922,884.329813332104,0.0,87.96186,12.03814,,,,21495830.0
2014,0.0,2.32,0.0,0.01,186,17185167298.4619,847.659877206276,0.0,88.84705,11.152941,,,,20072232.0
2015,0.0,0.41,0.0,0.01,186,16466863117.0009,847.731631942565,0.0,97.556915,2.443087,,,,19205178.0
2016,0.0,0.92,0.0,0.01,186,15412063258.1149,802.969498335502,0.0,94.71656,5.2834344,,,,18964252.0
2017,0.0,0.75,0.0,0.01,186,15300590613.0367,795.883216970859,0.0,95.770065,4.2299347,,,,18983370.0
2018,0.0,0.75,0.0,0.01,186,15513754781.2974,792.413811698757,0.0,95.71193,4.28807,,,,19333464.0
2019,0.0,0.75,0.0,0.01,186,15703131995.8402,771.518695271305,0.0,95.58574,4.4142613,,,,20098252.0
2020,0.0,0.75,0.0,0.01,186,15593656903.8252,740.811397013438,0.0,95.241005,4.7589993,,,,20772602.0
2021,0.0,0.75,0.0,0.01,186,15882796969.6273,734.334236323426,0.0,95.39551,4.6044865,,,,21324366.0
2022,0.0,0.75,0.1,0.03,186,15999183136.0334,712.272278200037,0.0,95.373665,4.626334,,,,22125242.0
1985,0.0,6.0011296,0.0,0.00295588,187,,,51.707012,35.820892,10.80712,20.514414,4.4680967,75.017494,19511876.0
1986,0.0,6.1299214,0.0,0.0045321,187,,,43.220177,44.870895,9.841289,17.678183,4.1947074,78.12711,19761802.0
1987,0.0,5.508951,0.0,0.0028272,187,,,47.88779,41.818523,7.9674087,20.08192,3.4817696,76.43631,19995934.0
1988,0.0,4.673866,0.0,0.00310436,187,,,40.19245,51.734604,6.132828,16.822035,2.6748216,80.503136,20211368.0
1989,0.0,4.8634553,0.0,0.19544277,187,,,33.638924,58.17889,6.018356,14.633282,2.736456,82.630264,20404386.0
1990,0.0,6.38118,0.0,0.21162774,187,,,36.43937,54.247746,7.309623,15.96244,3.345187,80.69238,20586176.0
1991,0.0,3.8536472,0.0,0.24322364,187,,,35.582737,58.613426,4.1308455,16.221909,1.9716797,81.80641,20770622.0
1992,0.0,6.555993,0.0,0.2616219,187,,,32.071053,59.752766,6.4603734,14.642925,3.0831385,82.27393,20952226.0
1993,0.0,4.108831,0.0,0.2327173,187,,,29.819757,64.13266,3.7685077,14.047931,1.8578914,84.09418,21125720.0
1994,0.0,5.0615253,0.0,0.25695983,187,,,27.978163,64.64823,4.2672524,13.435271,2.1436455,84.42108,21293440.0
1995,0.0,4.839462,0.0,0.3838267,187,,,26.529835,66.421585,3.9238403,12.805881,1.9853132,85.2088,21455818.0
1996,0.0,4.7430544,0.0,0.46987763,187,,,26.618086,66.52462,3.6720505,13.160584,1.9055545,84.93386,21612430.0
1997,0.0,5.2454824,0.0,0.5255885,187,,,24.101494,69.02129,3.8349452,11.9356165,1.9934552,86.07093,21764850.0
1998,0.0,6.2018576,0.0,0.6072004,187,,,22.585567,70.32276,4.171504,11.4607,2.2215405,86.317764,21913670.0
1999,0.0,5.051025,0.0,0.7588659,187,,,22.48078,71.48995,3.436492,11.289128,1.817042,86.89383,22057216.0
2000,0.0,4.56,0.0,1.05,187,,,20.827698,76.13741,3.034893,10.6994,1.6483757,87.65222,22194740.0
2001,0.01,5.09,0.0,1.33,187,,,18.82559,77.768936,3.4054742,9.493693,1.8225925,88.683716,22333124.0
2002,0.02,2.78,0.0,1.61,187,,,19.891365,77.89569,2.2129457,10.108711,1.2102954,88.68099,22469622.0
2003,0.02,3.03,0.0,1.79,187,,,18.601425,79.093124,2.305448,9.449102,1.2684549,89.28243,22593682.0
2004,0.03,3.21,0.0,1.87,187,,,18.080675,79.588844,2.3304794,9.151082,1.2759916,89.57292,22703098.0
2005,0.09,4.07,0.0,1.87,187,,,17.569231,79.78901,2.6417582,9.0863905,1.47551,89.438095,22796312.0
2006,0.28,4.09,0.0,1.86,187,,,16.927061,80.4322,2.6407404,8.771588,1.4780668,89.75034,22874972.0
2007,0.44,4.42,0.0,1.9,187,,,16.67558,80.55201,2.7724075,8.508274,1.6003758,89.89135,22942314.0
2008,0.59,4.31,0.0,1.83,187,,,17.133146,80.047,2.8198564,8.842962,1.5864115,89.57063,22998324.0
2009,0.79,3.75,0.01,1.76,187,,,18.069984,79.19148,2.7385352,9.220049,1.537331,89.24262,23044086.0
2010,1.03,4.19,0.02,1.85,187,,,16.85084,80.28739,2.8617687,8.564866,1.6071767,89.82796,23083086.0
2011,1.49,4.0,0.06,1.85,187,,,16.70368,80.369606,2.9267132,8.641634,1.6819066,89.67646,23143076.0
2012,1.41,5.67,0.16,1.85,187,,,16.14475,80.23247,3.6227832,8.313038,2.0682995,89.61866,23234064.0
2013,1.64,5.42,0.32,1.86,187,,,16.5022,79.83989,3.657908,8.346706,2.0622258,89.591064,23330332.0
2014,1.5,4.32,0.53,1.93,187,,,16.305727,80.51698,3.1772897,8.261323,1.7704613,89.96821,23422504.0
2015,1.53,4.47,0.85,1.95,187,,,14.127992,82.46687,3.4051287,7.0706325,1.8474195,91.08195,23512136.0
2016,1.46,6.56,1.11,1.92,187,,,11.987884,83.83566,4.1764483,6.0708394,2.2776983,91.65147,23594476.0
2017,1.72,5.45,1.67,1.87,187,,,8.306815,87.73403,3.9591503,4.2752447,2.1995304,93.52522,23665028.0
2018,1.71,4.48,2.71,1.98,187,,,10.045728,86.009285,3.9449806,5.1792154,2.197746,92.62304,23726186.0
2019,1.89,5.54,4.02,2.0,187,,,11.787447,83.310844,4.9017105,6.1442575,2.7456474,91.11009,23777742.0
2020,2.31,3.02,6.07,1.99,187,,,11.228972,83.988716,4.782314,6.134098,2.810497,91.055405,23821468.0
2021,2.21,3.47,7.97,2.0,187,,,9.550813,85.06719,5.381998,5.0820975,3.0803084,91.83759,23859904.0
2022,3.58,5.84,10.68,1.98,187,,,8.242235,84.1055,7.6522646,4.5061483,4.450351,91.0435,23893396.0
2023,6.2,3.96,12.91,1.95,187,,,7.0309453,84.31805,8.6510105,3.527413,5.256892,91.2157,23923272.0
1985,,,,,188,6548213772.00103,1417.66822234171,,,,,,,
1986,,,,,188,6777401245.71111,1420.20197771086,,,,,,,
1987,,,,,188,6696072427.74077,1355.73849750343,,,,,,,
1988,,,,,188,7626826568.47547,1491.07389448452,,,,,,,
1989,,,,,188,7131082790.90936,1353.85336651245,,,,,,,
1990,,,,,188,7088296320.45359,1312.94701318034,,,,,,,
1991,,,,,188,6585027345.76362,1188.37461269952,,,,,,,
1992,,,,,188,4675369345.99069,827.586884623268,,,,,,,
1993,,,,,188,3908608780.50055,682.727259317268,,,,,,,
1994,,,,,188,3076075187.91428,528.04821736829,,,,,,,
1995,,,,,188,2694139780.48735,452.904385394465,,,,,,,
1996,,,,,188,2244218479.30012,369.934883507426,,,,,,,
1997,,,,,188,2281936478.83437,371.661243144454,,,,,,,
1998,,,,,188,2403172744.02642,389.089746664022,,,,,,,
1999,,,,,188,2492079338.5006,401.406381787908,,,,,,,
2000,0.0,13.77,0.0,0.0,188,2699528109.30372,429.537300984643,0.0,1.5449438,98.455055,,,,6273001.0
2001,0.0,14.06,0.0,0.0,188,2958165475.04676,461.681195760256,0.0,1.2508687,98.74913,,,,6408813.0
2002,0.0,15.01,0.0,0.0,188,3277647457.55418,501.80856647117,0.0,0.9150327,99.08497,,,,6541758.0
2003,0.0,16.17,0.0,0.0,188,3638188647.66711,546.391479808684,0.0,1.029679,98.97032,,,,6672497.0
2004,0.0,16.18,0.0,0.0,188,4012922039.84883,590.957111385699,0.0,0.9096423,99.09036,,,,6801206.0
2005,0.0,16.8,0.0,0.0,188,4281787756.98917,618.333702588577,0.0,0.702165,99.29783,,,,6929153.0
2006,0.0,16.53,0.0,0.0,188,4581513037.47047,649.163328755334,0.0,1.3585352,98.64147,,,,7057425.0
2007,0.0,16.94,0.0,0.0,188,4938871059.83241,686.48090192413,0.0,2.1726701,97.82733,,,,7188397.0
2008,0.0,16.64,0.0,0.0,188,5329041788.19323,726.185491338269,0.0,2.1671827,97.83282,,,,7324633.0
2009,0.0,15.74,0.0,0.0,188,5536874479.12428,739.212878526331,0.0,1.3647642,98.63523,,,,7468603.0
2010,0.0,16.24,0.0,0.0,188,5896771269.65215,770.604105393791,0.0,0.24330899,99.75669,,,,7621785.0
2011,0.0,16.04,0.0,0.0,188,6333132378.96151,809.368229154093,0.0,0.24630542,99.7537,,,,7784820.0
2012,0.0,16.73,0.0,0.0,188,6808117273.38834,849.519080831738,0.0,0.41249266,99.58751,,,,7956383.0
2013,0.0,16.9,0.0,0.0,188,7311917934.39479,889.882383099979,0.0,0.23378141,99.76621,,,,8136612.0
2014,0.0,15.84,0.0,0.0,188,7801816486.46336,925.970961482804,0.0,0.990099,99.0099,,,,8326354.0
2015,0.0,16.83,0.0,0.0,188,8271431485.07484,956.916310930656,0.0,0.93240094,99.0676,,,,8524066.0
2016,0.0,16.47,0.0,0.0,188,8842160257.54501,997.352614556708,0.0,3.538283,96.46171,,,,8725326.0
2017,0.0,16.96,0.0,0.0,188,9469953672.84779,1042.26391757642,0.0,5.4113746,94.588615,,,,8925529.0
2018,0.0,18.21,0.0,0.0,188,10189670046.8255,1094.8002018221,0.0,6.838906,93.161095,,,,9128131.0
2019,0.0,19.17,0.0,0.0,188,10943705646.9105,1148.34676712493,0.0,8.540076,91.45993,,,,9337008.0
2020,0.0,18.11,0.0,0.0,188,11425228817.4554,1171.90127480359,0.0,9.900497,90.0995,,,,9543211.0
2021,0.0,18.0,0.0,0.0,188,12499200274.9255,1254.06999592306,0.0,9.942085,90.057915,,,,9750078.0
2022,0.0,19.92,0.0,0.0,188,13499136339.2248,1325.75545290849,0.0,10.632184,89.36782,,,,9952789.0
2023,0.0,20.0,0.0,0.0,188,,,,,,,,,
1985,,,,,189,10437986617.413,476.979888916016,,,,,,,
1986,,,,,189,11011628451.3937,486.831359863281,,,,,,,
1987,,,,,189,11539803390.9647,493.825897216797,,,,,,,
1988,,,,,189,12377066378.3137,513.868591308594,,,,,,,
1989,,,,,189,12842994037.8272,519.22265625,,,,,,,
1990,,,,,189,13747792168.7767,541.544799804688,,,,,,,
1991,,,,,189,14032644802.1466,538.966979980469,,,,,,,
1992,,,,,189,14114640651.4198,528.781555175781,,,,,,,
1993,,,,,189,14284835102.5474,518.66259765625,,,,,,,
1994,,,,,189,14508773000.5317,506.972503662109,,,,,,,
1995,,,,,189,15026723409.8503,508.840423583984,,,,,,,
1996,,,,,189,15709592840.2077,522.333251953125,,,,,,,
1997,,,,,189,16263399690.2487,529.954223632813,,,,,,,
1998,,,,,189,16866529754.0874,535.363159179688,,,,,,,
1999,,,,,189,17686894781.2905,546.605529785156,,,,,,,
2000,0.0,2.12,0.0,0.17,189,18486481203.1543,555.348083496094,0.0,13.6,86.40001,,,,34463704.0
2001,0.0,2.58,0.0,0.08,189,19608760036.0732,573.400146484375,0.0,5.300354,94.699646,,,,35414464.0
2002,0.0,2.69,0.0,0.02,189,20999647619.2893,598.421569824219,0.0,4.4982696,95.501724,,,,36353528.0
2003,0.0,2.52,0.0,0.02,189,22400909970.0774,621.720703125,0.0,4.0590405,95.940956,,,,37333916.0
2004,0.0,2.33,0.0,0.12,189,24081832736.0715,650.516540527344,0.0,21.072798,78.92721,,,,38360884.0
2005,0.0,1.76,0.0,0.37,189,25882267435.0187,680.051208496094,0.0,50.0,50.0,,,,39439508.0
2006,0.0,1.42,0.0,0.42,189,27572954444.2321,704.502746582031,0.0,57.264957,42.735043,,,,40562056.0
2007,0.0,2.5,0.0,0.35,189,29439239572.2798,731.52001953125,0.0,39.150944,60.84906,,,,41716500.0
2008,0.0,2.62,0.0,0.36,189,31113277454.4947,752.540466308594,0.0,39.101124,60.89888,,,,42870888.0
2009,0.0,2.61,0.0,0.45,189,32752668789.9028,772.929565429688,0.0,43.749996,56.249996,,,,43957940.0
2010,0.0,2.67,0.01,0.66,189,34828049320.6343,801.29931640625,0.0,47.842403,52.1576,,,,45110532.0
2011,0.0,1.97,0.01,0.55,189,37500111399.4432,838.999267578125,0.0,59.961315,40.038685,,,,46416032.0
2012,0.0,1.75,0.01,0.61,189,39187673997.6272,851.910705566406,0.0,67.5485,32.4515,,,,47786136.0
2013,0.0,1.7,0.01,0.58,189,41845219654.6812,882.8115234375,0.0,69.94992,30.050085,,,,49253648.0
2014,0.0,2.56,0.02,0.58,189,44662433111.6494,913.811218261719,0.0,57.34824,42.651756,,,,50814552.0
2015,0.0,2.09,0.02,0.84,189,47413919817.124,939.127319335938,0.0,66.46248,33.537518,,,,52542824.0
2016,0.0,2.34,0.03,0.87,189,50669888784.2555,970.156127929688,0.0,63.78299,36.217007,,,,54401804.0
2017,0.0,2.33,0.04,0.88,189,54096327104.7372,1001.88745117188,0.0,65.20509,34.794907,,,,56267040.0
2018,0.0,2.21,0.05,0.57,189,57054358529.8858,1024.01525878906,0.0,68.07639,31.9236,,,,58090444.0
2019,0.0,2.48,0.05,0.58,189,60363511324.6004,1051.7666015625,0.0,66.70951,33.29049,,,,59872584.0
2020,0.0,3.14,0.05,0.55,189,61565931105.4141,1041.25964355469,0.0,58.47134,41.528664,,,,61704520.0
2021,0.0,3.0,0.06,0.59,189,64226431583.1539,1054.31726074219,0.0,62.975777,37.02422,,,,63588332.0
2022,0.0,2.82,0.03,0.07,189,67159014151.451,1070.58532714844,0.0,67.40576,32.594234,,,,65497752.0
2023,0.0,2.7,0.03,0.07,189,,,,,,,,,
1985,0.0,3.691,0.0,0.0,190,88206428692.9568,1754.62716249659,0.0,83.93815,16.026957,0.0,5.7355323,94.264465,50594932.0
1986,0.0,5.5317,0.0,0.0,190,93087620536.4652,1818.90504659625,0.0,77.57704,22.422956,0.0,8.078776,91.92122,51542096.0
1987,0.0,4.05623,0.0,0.00492,190,101948580888.596,1957.75963674452,0.0,85.78706,14.21294,0.0,5.196648,94.80335,52479184.0
1988,0.0,3.71817,0.0,0.03019,190,115495624611.618,2180.41358654182,0.0,88.435715,11.564287,0.0,4.263988,95.736015,53410956.0
1989,0.0,5.51221,0.0,0.02157,190,129575125644.17,2406.26996824545,0.0,85.18533,14.814671,0.0,5.438049,94.56194,54324012.0
1990,0.0,4.90011,0.0,0.025009,190,144044991708.439,2631.51971095863,0.0,88.83509,11.164903,0.0,4.116739,95.883255,55228408.0
1991,0.0,4.50535,0.0,0.029667,190,156372737078.559,2810.56702001316,0.0,90.951744,9.048247,0.0,3.436168,96.56383,56099872.0
1992,0.0,4.15894,0.0,0.020861,190,169012952179.513,2989.85385369019,0.0,92.67064,7.329365,0.0,2.8941948,97.105804,56939020.0
1993,0.0,3.612501,0.0,0.029429,190,182959758879.242,3186.99707103229,0.0,94.24994,5.750053,0.0,2.2228856,97.777115,57776080.0
1994,0.0,4.403602,0.0,0.05076354,190,197591095927.872,3391.48986604062,0.0,93.735275,6.2647166,0.0,2.4196477,97.58035,58610012.0
1995,0.0,6.593011,0.0,0.14274906,190,213636116013.334,3614.93244016732,0.0,91.55255,8.447449,0.0,3.2436836,96.756325,59424836.0
1996,0.0,7.215002,0.0,0.2071208,190,225710710647.58,3766.86364433088,0.0,91.46801,8.531997,0.0,3.160441,96.83956,60211100.0
1997,0.0,7.082,0.0,0.27350026,190,219495596601.21,3614.60848543994,0.0,92.06247,7.938052,0.0,2.977457,97.02254,60989104.0
1998,0.0,5.088822,0.0,0.3095111,190,202739225305.456,3295.36018381294,0.0,93.970566,6.0294333,0.0,2.3754423,97.62456,61745216.0
1999,0.0,3.409668,0.0,0.4474333,190,212009086618.729,3403.08737356896,0.0,95.68691,4.2754407,0.0,1.609163,98.39084,62442652.0
2000,0.0,5.89,0.0,0.49,190,221454615181.944,3514.71662970608,0.0,93.2789,6.7211056,0.0,2.5755086,97.42449,63066604.0
2001,0.0,6.17,0.0,0.59,190,229082063572.247,3599.02524877358,0.0,93.276566,6.7234383,0.0,2.5723314,97.42767,63649892.0
2002,0.0,7.37,0.0,0.7,190,243168402250.2,3783.75422073266,0.0,92.511986,7.488012,0.0,2.8190806,97.18092,64222576.0
2003,0.0,7.21,0.0,1.15,190,260650370324.981,4018.15538187068,0.0,92.72037,7.279627,0.0,2.7241347,97.27586,64776960.0
2004,0.0,5.9,0.0,1.73,190,277043563911.345,4232.77157261934,0.0,93.7646,6.2353983,0.0,2.31644,97.68356,65311164.0
2005,0.0,5.67,0.0,1.75,190,288645146658.334,4372.25730206261,0.0,94.22679,5.773212,0.0,2.2147255,97.78528,65821360.0
2006,0.0,7.95,0.0,1.87,190,302984491694.587,4551.5250018314,0.0,92.70361,7.296388,0.0,2.8646533,97.135345,66319528.0
2007,0.0,7.96,0.0,2.24,190,319452158416.903,4760.66708464831,0.0,92.68926,7.3107414,0.0,2.9673934,97.0326,66826752.0
2008,0.0,6.95,0.0,2.0,190,324964940636.733,4805.76393990836,0.0,93.722496,6.2775025,0.0,2.983218,97.016785,67328240.0
2009,0.0,6.97,0.01,2.11,190,322720673508.111,4737.45679763314,0.0,93.65319,6.346813,0.0,3.0957634,96.904236,67813656.0
2010,0.0,5.35,0.02,3.21,190,346967938038.265,5059.35747831657,0.0,94.43421,5.5657806,0.0,2.8453703,97.15463,68270488.0
2011,0.0,7.93,0.09,3.81,190,349882927003.633,5070.23740191942,0.0,92.17221,7.8277884,0.0,3.5703893,96.42962,68712848.0
2012,0.14,8.43,0.5,4.35,190,375224234353.836,5403.87846036273,0.0,91.92116,8.078835,0.0,3.914373,96.085625,69157024.0
2013,0.31,5.41,1.26,5.35,190,385308369004.167,5516.61164164135,0.0,92.49882,7.501186,0.0,3.9144244,96.08558,69578600.0
2014,0.31,5.16,1.93,6.28,190,389101609925.933,5541.46599361845,0.0,91.82206,8.177947,0.0,4.358339,95.64166,69960944.0
2015,0.33,3.76,2.38,6.86,190,401296238228.084,5688.85335397884,0.0,92.23415,7.765844,0.0,4.308386,95.69161,70294408.0
2016,0.34,3.54,3.38,8.71,190,415081396923.293,5857.78052935926,0.0,91.06328,8.936714,0.0,4.739767,95.26023,70607032.0
2017,1.11,4.69,4.54,9.58,190,432422173710.333,6076.74307700082,0.0,88.89267,11.107339,0.0,5.4690447,94.53096,70898208.0
2018,1.64,7.6,4.54,12.06,190,450682801200.339,6314.19948412043,0.0,85.64357,14.356436,0.0,6.566889,93.433105,71127808.0
2019,3.67,6.31,5.15,12.89,190,460212749509.626,6434.53770518034,0.0,85.13752,14.862474,0.0,7.1565943,92.84341,71307768.0
2020,3.22,4.54,5.03,11.94,190,432369701127.278,6035.18627737077,0.0,85.78876,14.211243,0.0,7.181275,92.818726,71475664.0
2021,4.3,4.68,4.29,13.84,190,439150043937.792,6122.49238460162,0.0,84.99093,15.009072,0.0,7.2292643,92.77074,71601104.0
2022,2.99,6.6,5.03,13.86,190,449965296578.7,6272.57590996341,0.0,84.219574,15.780426,0.0,7.4562526,92.54375,71697024.0
2023,3.61,6.59,5.42,14.15,190,,,0.0,84.382385,15.617618,0.0,7.842765,92.15724,71801280.0
1990,,,,,191,481437140.726311,633.182490483019,,,,,,,
1991,,,,,191,533019666.482703,684.870530173927,,,,,,,
1992,,,,,191,588770962.976955,736.5916481012,,,,,,,
1993,,,,,191,648853659.19884,789.90069743491,,,,,,,
1994,,,,,191,695070456.29264,823.062424783438,,,,,,,
1995,,,,,191,741509953.372435,854.130472722832,,,,,,,
1996,,,,,191,800698649.650537,897.360531368488,,,,,,,
1997,,,,,191,832726547.636561,907.916565963385,,,,,,,
1998,,,,,191,816072048.683828,865.831377976116,,,,,,,
1999,,,,,191,526754666.876659,631.072912537913,,,,,,,
2000,,,,,191,832683747.639253,1117.56429796112,,,,,,,
2001,,,,,191,968839039.077548,1192.78575791112,,,,,,,
2002,,,,,191,903891443.161577,1028.1319342253,,,,,,,
2003,0.0,0.0,0.0,0.0,191,884166144.401941,964.322564618129,,,,,,,
2004,0.0,0.0,0.0,0.0,191,887702844.179547,955.470548287377,,,,,,,
2005,0.0,0.0,0.0,0.0,191,914197042.513541,964.026614173558,,,,,,,
2006,0.0,0.0,0.0,0.0,191,876567844.879737,897.573763670928,,,,,,,
2007,0.0,0.0,0.0,0.0,191,966550939.221428,961.848462090268,,,,,,,
2008,0.0,0.0,0.0,0.0,191,1076687532.29583,1042.86835443002,,,,,,,
2009,0.0,0.0,0.0,0.0,191,1185938525.42592,1120.09698448398,,,,,,,
2010,0.0,0.0,0.0,0.0,191,1296604518.46703,1195.38086241831,,,,,,,
2011,0.0,0.0,0.0,0.0,191,1373863213.60885,1237.48383284275,,,,,,,
2012,0.0,0.0,0.0,0.0,191,1440641509.40971,1269.41629276068,,,,,,,
2013,0.0,0.0,0.0,0.0,191,1485364306.59745,1281.92864092574,,,,,,,
2014,0.0,0.0,0.0,0.0,191,1551797202.42002,1312.96494079465,,,,,,,
2015,0.0,0.0,0.0,0.0,191,1590282400.0,1319.59297370991,,,,,,,
2016,0.0,0.0,0.0,0.0,191,1638148796.99007,1333.6585468432,,,,,,,
2017,0.0,0.0,0.0,0.0,191,1586016100.26827,1267.08660142883,,,,,,,
2018,0.0,0.0,0.0,0.0,191,1578617300.73352,1237.20064730412,,,,,,,
2019,0.0,0.0,0.0,0.0,191,1960846076.69825,1507.24748294374,,,,,,,
2020,0.0,0.0,0.0,0.0,191,2582939037.57985,1947.83997138866,,,,,,,
