Entity,Code,Year,Nuclear (% equivalent primary energy),Renewables (% equivalent primary energy),Fossil fuels (% equivalent primary energy)
Africa,,1965,0,5.7402806,94.25971
Africa,,1966,0,6.1139693,93.88603
Africa,,1967,0,6.31658,93.68342
Africa,,1968,0,6.994845,93.00515
Africa,,1969,0,7.9439163,92.05608
Africa,,1970,0,9.148895,90.851105
Africa,,1971,0,8.124994,91.87501
Africa,,1972,0,8.747272,91.25273
Africa,,1973,0,8.54162,91.458374
Africa,,1974,0,9.252387,90.74761
Africa,,1975,0,9.228769,90.771225
Africa,,1976,0,9.41638,90.583626
Africa,,1977,0,9.803094,90.19691
Africa,,1978,0,9.518462,90.48154
Africa,,1979,0,9.349527,90.650475
Africa,,1980,0,8.481442,91.518555
Africa,,1981,0,7.8527517,92.14725
Africa,,1982,0,7.3734274,92.62657
Africa,,1983,0,6.456112,93.543884
Africa,,1984,0.5184267,6.1585774,93.32299
Africa,,1985,0.67463315,6.5793424,92.74602
Africa,,1986,1.0949439,6.7159667,92.189095
Africa,,1987,0.7431199,6.243963,93.01292
Africa,,1988,1.1812614,6.3621163,92.45662
Africa,,1989,1.2475647,6.66546,92.08697
Africa,,1990,0.91924953,6.5857716,92.49498
Africa,,1991,0.99597174,6.9810143,92.02302
Africa,,1992,0.9966354,6.5694675,92.43389
Africa,,1993,0.7763485,6.43179,92.79186
Africa,,1994,1.0038406,6.3092456,92.68691
Africa,,1995,1.1244212,6.306244,92.569336
Africa,,1996,1.1424627,6.4332542,92.42428
Africa,,1997,1.2016066,6.465725,92.332664
Africa,,1998,1.2725083,6.676159,92.05133
Africa,,1999,1.1653123,6.858631,91.97606
Africa,,2000,1.1550505,7.2029395,91.64201
Africa,,2001,0.9127996,7.4362373,91.65096
Africa,,2002,1.0015824,7.671944,91.32648
Africa,,2003,1.0024844,7.105203,91.89231
Africa,,2004,0.9791055,6.980063,92.04083
Africa,,2005,0.8196868,7.0285006,92.15182
Africa,,2006,0.7095055,7.1611776,92.12932
Africa,,2007,0.7664567,7.0572457,92.1763
Africa,,2008,0.825949,6.761787,92.41226
Africa,,2009,0.79484254,6.810709,92.39445
Africa,,2010,0.8088605,7.1290402,92.06209
Africa,,2011,0.7602307,7.2594023,91.98038
Africa,,2012,0.72995776,6.9972486,92.2728
Africa,,2013,0.7674118,7.189637,92.04295
Africa,,2014,0.7259775,7.5156765,91.75835
Africa,,2015,0.62680084,7.527505,91.84569
Africa,,2016,0.74426967,7.404274,91.851456
Africa,,2017,0.6762785,7.6419463,91.68178
Africa,,2018,0.53535604,8.005552,91.45909
Africa,,2019,0.59748846,8.356321,91.04618
Africa,,2020,0.4693002,9.415897,90.1148
Africa,,2021,0.5381136,9.152215,90.30968
Africa,,2022,0.4341817,9.298186,90.26763
Africa,,2023,0.3828042,9.826173,89.79102
Africa (EI),,1965,0,5.7402806,94.25971
Africa (EI),,1966,0,6.113969,93.88603
Africa (EI),,1967,0,6.31658,93.68342
Africa (EI),,1968,0,6.994845,93.00515
Africa (EI),,1969,0,7.9439154,92.05608
Africa (EI),,1970,0,9.148896,90.851105
Africa (EI),,1971,0,8.124996,91.87501
Africa (EI),,1972,0,8.7472725,91.25273
Africa (EI),,1973,0,8.54162,91.458374
Africa (EI),,1974,0,9.252388,90.74761
Africa (EI),,1975,0,9.228768,90.77123
Africa (EI),,1976,0,9.416379,90.583626
Africa (EI),,1977,0,9.803097,90.1969
Africa (EI),,1978,0,9.518462,90.48154
Africa (EI),,1979,0,9.349527,90.650475
Africa (EI),,1980,0,8.481442,91.518555
Africa (EI),,1981,0,7.8527517,92.14724
Africa (EI),,1982,0,7.3734274,92.62657
Africa (EI),,1983,0,6.456112,93.543884
Africa (EI),,1984,0.5184267,6.1585774,93.32299
Africa (EI),,1985,0.67463315,6.5793424,92.74602
Africa (EI),,1986,1.0949439,6.7159667,92.189095
Africa (EI),,1987,0.7431199,6.243963,93.01292
Africa (EI),,1988,1.1812614,6.3621163,92.45662
Africa (EI),,1989,1.2475647,6.6654606,92.08697
Africa (EI),,1990,0.9192495,6.5857716,92.49498
Africa (EI),,1991,0.99597174,6.9810143,92.02302
Africa (EI),,1992,0.9966354,6.5694675,92.43389
Africa (EI),,1993,0.7763485,6.43179,92.79186
Africa (EI),,1994,1.0038406,6.3092456,92.68691
Africa (EI),,1995,1.1244212,6.306244,92.569336
Africa (EI),,1996,1.1424627,6.433255,92.42428
Africa (EI),,1997,1.2016066,6.465725,92.332664
Africa (EI),,1998,1.2725083,6.6761603,92.05133
Africa (EI),,1999,1.1653123,6.8586307,91.97606
Africa (EI),,2000,1.1550505,7.2029395,91.64201
Africa (EI),,2001,0.9127996,7.436237,91.65096
Africa (EI),,2002,1.0015824,7.671944,91.32648
Africa (EI),,2003,1.0024843,7.105202,91.89231
Africa (EI),,2004,0.97910535,6.980063,92.04083
Africa (EI),,2005,0.8196868,7.0285006,92.15182
Africa (EI),,2006,0.70950544,7.161177,92.12932
Africa (EI),,2007,0.7664567,7.0572457,92.1763
Africa (EI),,2008,0.825949,6.761787,92.41226
Africa (EI),,2009,0.79484254,6.8107085,92.39445
Africa (EI),,2010,0.80886036,7.12904,92.062096
Africa (EI),,2011,0.7602307,7.2594023,91.98038
Africa (EI),,2012,0.72995776,6.9972486,92.2728
Africa (EI),,2013,0.7674118,7.189637,92.04295
Africa (EI),,2014,0.7259775,7.5156765,91.75835
Africa (EI),,2015,0.62680084,7.527505,91.84569
Africa (EI),,2016,0.74426967,7.404273,91.85146
Africa (EI),,2017,0.6762785,7.6419473,91.68178
Africa (EI),,2018,0.53535604,8.005553,91.45909
Africa (EI),,2019,0.59748846,8.356321,91.04618
Africa (EI),,2020,0.4693002,9.415897,90.1148
Africa (EI),,2021,0.53811353,9.152214,90.30968
Africa (EI),,2022,0.4341817,9.298185,90.26763
Africa (EI),,2023,0.3828042,9.826172,89.79102
Algeria,DZA,1965,0,4.7630677,95.23693
Algeria,DZA,1966,0,3.518747,96.481255
Algeria,DZA,1967,0,4.291954,95.708046
Algeria,DZA,1968,0,5.4861946,94.5138
Algeria,DZA,1969,0,3.1827633,96.81723
Algeria,DZA,1970,0,4.6656837,95.33431
Algeria,DZA,1971,0,2.4559188,97.54408
Algeria,DZA,1972,0,3.278343,96.72166
Algeria,DZA,1973,0,4.175826,95.82417
Algeria,DZA,1974,0,2.494738,97.50526
Algeria,DZA,1975,0,1.3782818,98.62171
Algeria,DZA,1976,0,1.4010222,98.59898
Algeria,DZA,1977,0,0.8817282,99.11827
Algeria,DZA,1978,0,0.6521151,99.347885
Algeria,DZA,1979,0,0.5792936,99.4207
Algeria,DZA,1980,0,0.4290016,99.571
Algeria,DZA,1981,0,0.50294036,99.497055
Algeria,DZA,1982,0,0.5708701,99.42913
Algeria,DZA,1983,0,0.25644946,99.74355
Algeria,DZA,1984,0,0.5136736,99.486336
Algeria,DZA,1985,0,0.72826535,99.271736
Algeria,DZA,1986,0,0.2664045,99.73359
Algeria,DZA,1987,0,0.5174274,99.482574
Algeria,DZA,1988,0,0.17717436,99.82282
Algeria,DZA,1989,0,0.2249582,99.77505
Algeria,DZA,1990,0,0.1267387,99.87326
Algeria,DZA,1991,0,0.277607,99.72239
Algeria,DZA,1992,0,0.18375748,99.816246
Algeria,DZA,1993,0,0.35028014,99.64972
Algeria,DZA,1994,0,0.16257899,99.83742
Algeria,DZA,1995,0,0.18224756,99.81775
Algeria,DZA,1996,0,0.1288034,99.87119
Algeria,DZA,1997,0,0.074455895,99.925545
Algeria,DZA,1998,0,0.20617963,99.79382
Algeria,DZA,1999,0,0.1927434,99.80725
Algeria,DZA,2000,0,0.053235486,99.94677
Algeria,DZA,2001,0,0.065218486,99.934784
Algeria,DZA,2002,0,0.05167676,99.948326
Algeria,DZA,2003,0,0.228104,99.7719
Algeria,DZA,2004,0,0.2067869,99.79321
Algeria,DZA,2005,0,0.43411884,99.56588
Algeria,DZA,2006,0,0.16327195,99.83672
Algeria,DZA,2007,0,0.15990457,99.840096
Algeria,DZA,2008,0,0.1877543,99.81225
Algeria,DZA,2009,0,0.21278548,99.78721
Algeria,DZA,2010,0,0.11513415,99.884865
Algeria,DZA,2011,0,0.23525994,99.76474
Algeria,DZA,2012,0,0.22453195,99.77547
Algeria,DZA,2013,0,0.06476319,99.935234
Algeria,DZA,2014,0,0.11750259,99.88249
Algeria,DZA,2015,0,0.09681336,99.90318
Algeria,DZA,2016,0,0.14580713,99.854195
Algeria,DZA,2017,0,0.24701828,99.75298
Algeria,DZA,2018,0,0.28842947,99.71157
Algeria,DZA,2019,0,0.29497427,99.705025
Algeria,DZA,2020,0,0.30043116,99.69956
Algeria,DZA,2021,0,0.25285673,99.74714
Algeria,DZA,2022,0,0.24182516,99.75818
Algeria,DZA,2023,0,0.27036947,99.72963
Argentina,ARG,1965,0,1.1026944,98.89731
Argentina,ARG,1966,0,1.0818663,98.91814
Argentina,ARG,1967,0,1.0765308,98.92347
Argentina,ARG,1968,0,1.2272897,98.772705
Argentina,ARG,1969,0,1.0651326,98.93487
Argentina,ARG,1970,0,1.3533598,98.64664
Argentina,ARG,1971,0,1.2702763,98.72972
Argentina,ARG,1972,0,1.2349532,98.765045
Argentina,ARG,1973,0,2.2839267,97.71607
Argentina,ARG,1974,0.71303004,3.629566,95.6574
Argentina,ARG,1975,1.7741024,3.8664374,94.35947
Argentina,ARG,1976,1.7264837,3.5540857,94.71943
Argentina,ARG,1977,1.0521969,3.9090023,95.038795
Argentina,ARG,1978,1.8586161,5.227204,92.914185
Argentina,ARG,1979,1.60929,6.702873,91.68784
Argentina,ARG,1980,1.4066768,9.552048,89.041275
Argentina,ARG,1981,1.744777,9.542367,88.71285
Argentina,ARG,1982,1.1374078,11.229478,87.63311
Argentina,ARG,1983,1.9889795,11.313745,86.69727
Argentina,ARG,1984,2.7021787,12.136334,85.16149
Argentina,ARG,1985,3.3971066,12.759911,83.84299
Argentina,ARG,1986,3.1844246,12.297877,84.51769
Argentina,ARG,1987,3.4492764,12.24687,84.30385
Argentina,ARG,1988,3.042493,8.416951,88.54056
Argentina,ARG,1989,2.7420633,7.543206,89.71474
Argentina,ARG,1990,4.0271096,10.29241,85.68047
Argentina,ARG,1991,4.221327,9.080978,86.6977
Argentina,ARG,1992,3.5923667,10.2065,86.20113
Argentina,ARG,1993,3.805663,12.215968,83.97837
Argentina,ARG,1994,3.8384404,13.306112,82.855446
Argentina,ARG,1995,3.1914546,12.535252,84.27329
Argentina,ARG,1996,3.220835,10.224623,86.55454
Argentina,ARG,1997,3.3981621,12.513889,84.08795
Argentina,ARG,1998,3.0719392,11.481932,85.44613
Argentina,ARG,1999,2.8967624,9.2246065,87.87863
Argentina,ARG,2000,2.5082862,12.283152,85.20856
Argentina,ARG,2001,2.9156404,15.93624,81.148125
Argentina,ARG,2002,2.4911704,16.247978,81.26085
Argentina,ARG,2003,3.0015123,14.40661,82.59188
Argentina,ARG,2004,2.9214582,12.185576,84.89297
Argentina,ARG,2005,2.3889818,12.790038,84.82098
Argentina,ARG,2006,2.5383062,13.449896,84.0118
Argentina,ARG,2007,2.2737732,10.613073,87.11315
Argentina,ARG,2008,2.272979,10.447249,87.27977
Argentina,ARG,2009,2.5723329,11.797741,85.62992
Argentina,ARG,2010,2.1724014,11.650168,86.17743
Argentina,ARG,2011,1.8636241,10.914268,87.222115
Argentina,ARG,2012,1.7849432,10.176803,88.03826
Argentina,ARG,2013,1.6540858,10.940409,87.40551
Argentina,ARG,2014,1.4629076,11.038969,87.49812
Argentina,ARG,2015,1.8245771,10.89336,87.28206
Argentina,ARG,2016,2.1445594,10.17179,87.68365
Argentina,ARG,2017,1.5682224,10.979133,87.452644
Argentina,ARG,2018,1.7724298,11.331651,86.89592
Argentina,ARG,2019,2.3026452,11.911147,85.78621
Argentina,ARG,2020,2.900478,12.310073,84.78945
Argentina,ARG,2021,2.6642268,11.335143,86.00063
Argentina,ARG,2022,1.8152946,12.188763,85.99593
Argentina,ARG,2023,2.1909652,14.102216,83.70682
Asia,,1965,0.0013207485,7.8735447,92.12513
Asia,,1966,0.028151477,7.4938087,92.47804
Asia,,1967,0.029152373,6.7346387,93.23621
Asia,,1968,0.045011837,6.963028,92.99196
Asia,,1969,0.06790972,6.3012996,93.63079
Asia,,1970,0.19404316,5.661888,94.14407
Asia,,1971,0.27309316,5.6825113,94.044395
Asia,,1972,0.2991727,5.4817533,94.21908
Asia,,1973,0.3147908,4.7254024,94.95981
Asia,,1974,0.56602484,5.289435,94.14453
Asia,,1975,0.68287927,5.432976,93.88414
Asia,,1976,0.8613588,5.272847,93.86579
Asia,,1977,0.7408814,4.885452,94.373665
Asia,,1978,1.3673271,4.842396,93.79028
Asia,,1979,1.6061428,5.0050187,93.38884
Asia,,1980,1.8896712,5.387261,92.72307
Asia,,1981,2.001912,5.6962633,92.30182
Asia,,1982,2.2844048,5.688111,92.02748
Asia,,1983,2.5824304,5.652118,91.76545
Asia,,1984,2.912433,5.339281,91.74829
Asia,,1985,3.0482519,5.351906,91.59984
Asia,,1986,3.1139855,5.190978,91.69504
Asia,,1987,3.471122,5.0590653,91.4698
Asia,,1988,3.0670333,5.4249687,91.508
Asia,,1989,3.0601282,5.319675,91.62019
Asia,,1990,3.1737196,5.339282,91.487
Asia,,1991,3.25646,5.1891055,91.554436
Asia,,1992,3.200012,5.0055637,91.794426
Asia,,1993,3.4015217,5.3127103,91.28577
Asia,,1994,3.4536264,5.0516157,91.49476
Asia,,1995,3.6572528,5.271553,91.07119
Asia,,1996,3.6996577,5.018597,91.281746
Asia,,1997,3.8235908,4.8939986,91.28241
Asia,,1998,3.971237,5.178817,90.849945
Asia,,1999,3.9134593,4.9296236,91.15692
Asia,,2000,3.8645272,4.9015436,91.233925
Asia,,2001,3.7618086,5.0736527,91.164536
Asia,,2002,3.6540384,4.9854317,91.360535
Asia,,2003,2.995817,4.7931614,92.21102
Asia,,2004,3.112375,5.0985446,91.789085
Asia,,2005,2.9985168,4.9199796,92.0815
Asia,,2006,2.8922908,5.117429,91.99028
Asia,,2007,2.5995083,5.0853057,92.315186
Asia,,2008,2.428069,5.605236,91.96669
Asia,,2009,2.4708896,5.458485,92.07062
Asia,,2010,2.428161,5.9468226,91.625015
Asia,,2011,1.9056808,5.8778787,92.21643
Asia,,2012,1.3061339,6.4778247,92.21604
Asia,,2013,1.2801951,6.987413,91.73239
Asia,,2014,1.3342443,7.551866,91.11389
Asia,,2015,1.4680213,7.908183,90.62379
Asia,,2016,1.608693,8.438702,89.95261
Asia,,2017,1.6250417,8.845372,89.52959
Asia,,2018,1.7425416,9.349624,88.90784
Asia,,2019,1.9649651,10.002659,88.03238
Asia,,2020,1.9965632,10.741154,87.26228
Asia,,2021,2.0755732,11.2254095,86.69902
Asia,,2022,2.1155174,11.969987,85.91449
Asia,,2023,2.1667302,12.191386,85.641884
Asia Pacific (EI),,1965,0.001350734,8.879346,91.1193
Asia Pacific (EI),,1966,0.028779855,8.41833,91.552895
Asia Pacific (EI),,1967,0.029816328,7.6206317,92.349556
Asia Pacific (EI),,1968,0.046108767,7.814885,92.13901
Asia Pacific (EI),,1969,0.06959422,7.0542545,92.87615
Asia Pacific (EI),,1970,0.19812398,6.39634,93.40554
Asia Pacific (EI),,1971,0.2794344,6.486787,93.23378
Asia Pacific (EI),,1972,0.30697247,6.238836,93.45419
Asia Pacific (EI),,1973,0.32421717,5.4947343,94.181046
Asia Pacific (EI),,1974,0.5836484,6.09481,93.32154
Asia Pacific (EI),,1975,0.70337176,6.1902494,93.106384
Asia Pacific (EI),,1976,0.89483315,5.912254,93.19292
Asia Pacific (EI),,1977,0.77623457,5.47068,93.75308
Asia Pacific (EI),,1978,1.4356936,5.3867373,93.177574
Asia Pacific (EI),,1979,1.7033869,5.630934,92.66568
Asia Pacific (EI),,1980,1.9975312,5.9968095,92.00566
Asia Pacific (EI),,1981,2.1322813,6.3445344,91.523186
Asia Pacific (EI),,1982,2.4630995,6.3195252,91.21738
Asia Pacific (EI),,1983,2.8079212,6.4025097,90.789566
Asia Pacific (EI),,1984,3.1962008,6.0936494,90.71015
Asia Pacific (EI),,1985,3.639306,6.1765556,90.184135
Asia Pacific (EI),,1986,3.7682896,6.0954514,90.13627
Asia Pacific (EI),,1987,4.182264,5.7225227,90.095215
Asia Pacific (EI),,1988,3.6752455,5.9064302,90.41832
Asia Pacific (EI),,1989,3.6960025,6.026567,90.27743
Asia Pacific (EI),,1990,3.8531206,5.906501,90.24038
Asia Pacific (EI),,1991,3.9171214,5.7897253,90.29316
Asia Pacific (EI),,1992,3.8463206,5.4250283,90.72865
Asia Pacific (EI),,1993,4.045945,5.618271,90.33578
Asia Pacific (EI),,1994,4.099845,5.407719,90.49243
Asia Pacific (EI),,1995,4.3149915,5.661286,90.02372
Asia Pacific (EI),,1996,4.3313813,5.3035455,90.36507
Asia Pacific (EI),,1997,4.4757442,5.212605,90.31165
Asia Pacific (EI),,1998,4.6658373,5.5573955,89.776764
Asia Pacific (EI),,1999,4.5724115,5.3396554,90.08793
Asia Pacific (EI),,2000,4.522088,5.377791,90.10012
Asia Pacific (EI),,2001,4.407439,5.6343203,89.95824
Asia Pacific (EI),,2002,4.2844706,5.444792,90.27074
Asia Pacific (EI),,2003,3.4961045,5.1578827,91.346016
Asia Pacific (EI),,2004,3.6278038,5.4758544,90.89634
Asia Pacific (EI),,2005,3.4829102,5.311402,91.20569
Asia Pacific (EI),,2006,3.3576057,5.527023,91.115364
Asia Pacific (EI),,2007,3.013973,5.5560207,91.43
Asia Pacific (EI),,2008,2.8281028,6.319537,90.85236
Asia Pacific (EI),,2009,2.8756208,6.151837,90.97255
Asia Pacific (EI),,2010,2.8309798,6.621047,90.54797
Asia Pacific (EI),,2011,2.220287,6.5951953,91.18452
Asia Pacific (EI),,2012,1.517635,7.2704225,91.21194
Asia Pacific (EI),,2013,1.4739056,7.8684993,90.6576
Asia Pacific (EI),,2014,1.5418285,8.64824,89.80993
Asia Pacific (EI),,2015,1.7025579,8.979429,89.318016
Asia Pacific (EI),,2016,1.868055,9.625652,88.506294
Asia Pacific (EI),,2017,1.8820759,10.076119,88.0418
Asia Pacific (EI),,2018,2.0144944,10.659423,87.32608
Asia Pacific (EI),,2019,2.2711744,11.170016,86.558815
Asia Pacific (EI),,2020,2.3002827,12.109914,85.589806
Asia Pacific (EI),,2021,2.3719637,12.769394,84.858635
Asia Pacific (EI),,2022,2.3833926,13.636534,83.98007
Asia Pacific (EI),,2023,2.4021964,13.810033,83.78777
Australia,AUS,1965,0,5.5626216,94.43738
Australia,AUS,1966,0,5.0718946,94.9281
Australia,AUS,1967,0,4.9495487,95.05045
Australia,AUS,1968,0,4.8654675,95.13453
Australia,AUS,1969,0,5.086988,94.91302
Australia,AUS,1970,0,5.421451,94.578545
Australia,AUS,1971,0,5.8227277,94.17727
Australia,AUS,1972,0,5.599285,94.40072
Australia,AUS,1973,0,5.588665,94.41133
Australia,AUS,1974,0,5.95511,94.04489
Australia,AUS,1975,0,6.2970085,93.70299
Australia,AUS,1976,0,5.7934213,94.20658
Australia,AUS,1977,0,5.2697754,94.730225
Australia,AUS,1978,0,5.508697,94.4913
Australia,AUS,1979,0,5.1658406,94.83416
Australia,AUS,1980,0,4.862272,95.13773
Australia,AUS,1981,0,4.930354,95.06964
Australia,AUS,1982,0,4.6367826,95.36322
Australia,AUS,1983,0,4.4233117,95.57668
Australia,AUS,1984,0,4.615918,95.38408
Australia,AUS,1985,0,4.761565,95.23843
Australia,AUS,1986,0,4.706491,95.29351
Australia,AUS,1987,0,4.453812,95.54619
Australia,AUS,1988,0,4.557184,95.44282
Australia,AUS,1989,0,4.344282,95.65572
Australia,AUS,1990,0,4.382939,95.617065
Australia,AUS,1991,0,4.6554546,95.34455
Australia,AUS,1992,0,4.6503634,95.34963
Australia,AUS,1993,0,4.6700525,95.32995
Australia,AUS,1994,0,4.446395,95.553604
Australia,AUS,1995,0,4.239725,95.76028
Australia,AUS,1996,0,4.236591,95.763405
Australia,AUS,1997,0,4.14584,95.854164
Australia,AUS,1998,0,4.037756,95.96225
Australia,AUS,1999,0,4.008933,95.991066
Australia,AUS,2000,0,3.9888778,96.01112
Australia,AUS,2001,0,3.870762,96.12924
Australia,AUS,2002,0,3.9314501,96.06856
Australia,AUS,2003,0,4.0149684,95.98503
Australia,AUS,2004,0,4.03656,95.96344
Australia,AUS,2005,0,4.313553,95.68645
Australia,AUS,2006,0,4.233413,95.766594
Australia,AUS,2007,0,3.9767237,96.02327
Australia,AUS,2008,0,3.681326,96.31867
Australia,AUS,2009,0,3.9202657,96.079735
Australia,AUS,2010,0,4.312805,95.687195
Australia,AUS,2011,0,5.688442,94.31156
Australia,AUS,2012,0,5.688193,94.31181
Australia,AUS,2013,0,6.5121694,93.48784
Australia,AUS,2014,0,5.9665823,94.03342
Australia,AUS,2015,0,6.2833033,93.7167
Australia,AUS,2016,0,7.1866975,92.8133
Australia,AUS,2017,0,6.744328,93.25567
Australia,AUS,2018,0,8.280843,91.719154
Australia,AUS,2019,0,8.875714,91.12428
Australia,AUS,2020,0,10.848229,89.15177
Australia,AUS,2021,0,12.923943,87.076065
Australia,AUS,2022,0,13.918374,86.08163
Australia,AUS,2023,0,14.982515,85.01749
Austria,AUT,1965,0,25.096405,74.90359
Austria,AUT,1966,0,25.840193,74.1598
Austria,AUT,1967,0,26.118929,73.88107
Austria,AUT,1968,0,25.099167,74.90083
Austria,AUT,1969,0,22.27537,77.72463
Austria,AUT,1970,0,24.770256,75.229744
Austria,AUT,1971,0,19.6523,80.3477
Austria,AUT,1972,0,19.524149,80.47585
Austria,AUT,1973,0,20.17739,79.82261
Austria,AUT,1974,0,23.734526,76.26547
Austria,AUT,1975,0,25.034246,74.96576
Austria,AUT,1976,0,20.905321,79.09468
Austria,AUT,1977,0,25.271303,74.7287
Austria,AUT,1978,0,24.244625,75.75538
Austria,AUT,1979,0,25.784454,74.215546
Austria,AUT,1980,0,26.826015,73.17398
Austria,AUT,1981,0,29.280653,70.71935
Austria,AUT,1982,0,30.31977,69.68023
Austria,AUT,1983,0,30.117786,69.88222
Austria,AUT,1984,0,26.68983,73.31016
Austria,AUT,1985,0,29.769283,70.23071
Austria,AUT,1986,0,30.177652,69.82235
Austria,AUT,1987,0,32.193813,67.80619
Austria,AUT,1988,0,32.733353,67.26665
Austria,AUT,1989,0,32.40866,67.59134
Austria,AUT,1990,0,29.002949,70.99705
Austria,AUT,1991,0,27.730646,72.269356
Austria,AUT,1992,0,31.117105,68.8829
Austria,AUT,1993,0,32.029507,67.9705
Austria,AUT,1994,0,31.325548,68.67445
Austria,AUT,1995,0,31.42617,68.57383
Austria,AUT,1996,0,28.285664,71.71433
Austria,AUT,1997,0,29.506138,70.493866
Austria,AUT,1998,0,29.778776,70.22123
Austria,AUT,1999,0,31.975573,68.02442
Austria,AUT,2000,0,32.591774,67.40823
Austria,AUT,2001,0,30.667883,69.332115
Austria,AUT,2002,0,30.20616,69.793846
Austria,AUT,2003,0,25.237972,74.76203
Austria,AUT,2004,0,27.274899,72.7251
Austria,AUT,2005,0,27.495369,72.50463
Austria,AUT,2006,0,28.128284,71.87172
Austria,AUT,2007,0,30.249714,69.75028
Austria,AUT,2008,0,30.77213,69.227875
Austria,AUT,2009,0,33.781616,66.21838
Austria,AUT,2010,0,31.314478,68.68552
Austria,AUT,2011,0,30.305704,69.6943
Austria,AUT,2012,0,35.76177,64.238235
Austria,AUT,2013,0,35.3089,64.6911
Austria,AUT,2014,0,36.303062,63.696934
Austria,AUT,2015,0,34.274372,65.725624
Austria,AUT,2016,0,35.3048,64.6952
Austria,AUT,2017,0,34.455837,65.54416
Austria,AUT,2018,0,34.361984,65.63801
Austria,AUT,2019,0,35.472965,64.52704
Austria,AUT,2020,0,38.188835,61.81117
Austria,AUT,2021,0,35.835052,64.164955
Austria,AUT,2022,0,36.06654,63.933456
Austria,AUT,2023,0,40.080193,59.919804
Azerbaijan,AZE,1985,0,1.6519357,98.34807
Azerbaijan,AZE,1986,0,0.9406936,99.0593
Azerbaijan,AZE,1987,0,0.9706842,99.02931
Azerbaijan,AZE,1988,0,0.842058,99.15794
Azerbaijan,AZE,1989,0,0.8257339,99.17427
Azerbaijan,AZE,1990,0,1.8816601,98.11834
Azerbaijan,AZE,1991,0,2.0779731,97.92203
Azerbaijan,AZE,1992,0,2.4099329,97.590065
Azerbaijan,AZE,1993,0,3.8572147,96.142784
Azerbaijan,AZE,1994,0,3.1670034,96.833
Azerbaijan,AZE,1995,0,2.8640726,97.135925
Azerbaijan,AZE,1996,0,3.449877,96.550125
Azerbaijan,AZE,1997,0,4.0128255,95.987175
Azerbaijan,AZE,1998,0,4.5553145,95.44469
Azerbaijan,AZE,1999,0,3.5244212,96.47558
Azerbaijan,AZE,2000,0,3.4349427,96.565056
Azerbaijan,AZE,2001,0,3.004117,96.99589
Azerbaijan,AZE,2002,0,4.6939816,95.30602
Azerbaijan,AZE,2003,0,5.2657747,94.73423
Azerbaijan,AZE,2004,0,5.1585817,94.84142
Azerbaijan,AZE,2005,0,5.165004,94.83499
Azerbaijan,AZE,2006,0,4.3662996,95.6337
Azerbaijan,AZE,2007,0,4.4247346,95.575264
Azerbaijan,AZE,2008,0,4.149183,95.85082
Azerbaijan,AZE,2009,0,4.9570913,95.04291
Azerbaijan,AZE,2010,0,7.448546,92.55145
Azerbaijan,AZE,2011,0,5.0649414,94.93506
Azerbaijan,AZE,2012,0,3.326695,96.67331
Azerbaijan,AZE,2013,0,2.7732372,97.22676
Azerbaijan,AZE,2014,0,2.4248233,97.57517
Azerbaijan,AZE,2015,0,2.7496912,97.25031
Azerbaijan,AZE,2016,0,3.3369164,96.663086
Azerbaijan,AZE,2017,0,3.0411427,96.95886
Azerbaijan,AZE,2018,0,2.985358,97.01465
Azerbaijan,AZE,2019,0,2.599264,97.400734
Azerbaijan,AZE,2020,0,1.8952277,98.10477
Azerbaijan,AZE,2021,0,2.0421484,97.95785
Azerbaijan,AZE,2022,0,2.3129582,97.68704
Azerbaijan,AZE,2023,0,2.3216856,97.678314
Bangladesh,BGD,1971,0,3.859758,96.14024
Bangladesh,BGD,1972,0,3.406534,96.59346
Bangladesh,BGD,1973,0,5.024387,94.97562
Bangladesh,BGD,1974,0,3.4634595,96.536545
Bangladesh,BGD,1975,0,6.043976,93.956024
Bangladesh,BGD,1976,0,5.868124,94.131874
Bangladesh,BGD,1977,0,5.079776,94.92023
Bangladesh,BGD,1978,0,5.5367117,94.46329
Bangladesh,BGD,1979,0,5.825672,94.17433
Bangladesh,BGD,1980,0,4.96088,95.039116
Bangladesh,BGD,1981,0,5.0166492,94.98335
Bangladesh,BGD,1982,0,3.8052511,96.19475
Bangladesh,BGD,1983,0,4.870658,95.12934
Bangladesh,BGD,1984,0,6.1055837,93.89442
Bangladesh,BGD,1985,0,4.526682,95.47332
Bangladesh,BGD,1986,0,2.5327973,97.4672
Bangladesh,BGD,1987,0,2.6365013,97.3635
Bangladesh,BGD,1988,0,3.0908637,96.90914
Bangladesh,BGD,1989,0,3.907864,96.09214
Bangladesh,BGD,1990,0,3.5392714,96.46073
Bangladesh,BGD,1991,0,3.4776092,96.52239
Bangladesh,BGD,1992,0,3.0288854,96.971115
Bangladesh,BGD,1993,0,2.104329,97.89567
Bangladesh,BGD,1994,0,2.7616804,97.23832
Bangladesh,BGD,1995,0,1.0269947,98.97301
Bangladesh,BGD,1996,0,1.9475645,98.05244
Bangladesh,BGD,1997,0,1.8034276,98.19657
Bangladesh,BGD,1998,0,2.0371237,97.96288
Bangladesh,BGD,1999,0,1.9397291,98.060265
Bangladesh,BGD,2000,0,1.6270941,98.37291
Bangladesh,BGD,2001,0,1.8750293,98.12497
Bangladesh,BGD,2002,0,1.4013306,98.59867
