iso_code,year,gdp_constant,gdp_per_capita_constant,fk_country
COM,2010,833349029.459484,1272.60723213062,41
COM,2011,867878902.285847,1299.11100609207,41
COM,2012,895376863.0776,1313.58194779807,41
COM,2013,935366608.181981,1343.54690686187,41
COM,2014,955071579.822191,1342.32965963909,41
COM,2015,966029600.862227,1329.37048235986,41
COM,2016,998106097.535826,1345.62616538094,41
COM,2017,1036191459.47692,1369.41180288464,41
COM,2018,1073934227.08421,1391.84570443398,41
COM,2019,1092843848.73706,1389.36488019886,41
COM,2020,1090706717.98077,1359.7070894329,41
COM,2021,1112522619.16897,1359.76286116275,41
COM,2022,1141481697.75024,1368.37463227743,41
CPV,1980,188081994.537363,581.755065828323,34
CPV,1981,203977861.68299,622.175843789433,34
CPV,1982,209740297.642838,630.373215165836,34
CPV,1983,229709146.509557,680.309270761066,34
CPV,1984,238399665.307967,696.047255683761,34
CPV,1985,259002370.874424,745.620229080143,34
CPV,1986,266439508.497068,756.26010041403,34
CPV,1987,277920556.725196,777.830957355952,34
CPV,1988,294587049.289005,813.037458467319,34
CPV,1989,311372470.196767,846.574036092057,34
CPV,1990,313527702.860333,835.120723175504,34
CPV,1991,317930092.634861,826.681399309547,34
CPV,1992,352704163.840723,896.519359558541,34
CPV,1993,383418741.333134,953.861011115729,34
CPV,1994,456968584.432283,1113.93806476467,34
CPV,1995,521911297.414696,1248.28104350759,34
CPV,1996,581130092.023103,1365.49820603623,34
CPV,1997,645742611.607662,1492.01847422507,34
CPV,1998,726572059.757413,1652.11117220593,34
CPV,1999,808112687.727471,1809.80582624137,34
CPV,2000,923550525.289887,2037.31720912714,34
CPV,2001,944160982.565559,2051.21733888102,34
CPV,2002,993737848.225922,2127.70872296502,34
CPV,2003,1035238917.7863,2186.89500422765,34
CPV,2004,1140802982.16763,2379.79636224135,34
CPV,2005,1219660508.68448,2514.16779255327,34
CPV,2006,1317035160.01005,2683.83943856892,34
CPV,2007,1516838454.63714,3056.97102851154,34
CPV,2008,1623608884.79583,3238.44159287498,34
CPV,2009,1599196517.15668,3159.58698693977,34
CPV,2010,1628564468.24228,3194.61667734233,34
CPV,2011,1692481034.54407,3309.20121643898,34
CPV,2012,1710821579.61286,3341.7421054836,34
CPV,2013,1721636311.15762,3361.09387702205,34
CPV,2014,1733630380.4449,3383.8422809791,34
CPV,2015,1749857620.35329,3415.06266730931,34
CPV,2016,1824764034.95256,3560.1400729534,34
CPV,2017,1907814790.72833,3719.71306047915,34
CPV,2018,1978536809.33193,3853.67940035241,34
CPV,2019,2116002110.92756,4115.90283469406,34
CPV,2020,1675762033.71886,3255.93628984058,34
CPV,2021,1793627260.88123,3471.6553421786,34
CPV,2022,2077803747.08658,3997.76763250653,34
CRI,1965,6170782350.22464,3890.27312321249,44
CRI,1966,6600843858.91842,4029.53384187593,44
CRI,1967,6973799848.75525,4127.67381607427,44
CRI,1968,7564711134.49054,4348.20735762629,44
CRI,1969,7980149936.2292,4459.98825012418,44
CRI,1970,8578911306.74528,4665.11649140095,44
CRI,1971,9160433275.20094,4850.53963683087,44
CRI,1972,9909577642.87241,5112.64690734747,44
CRI,1973,10673498640.6775,5368.03692354767,44
CRI,1974,11265333465.8408,5523.18884522477,44
CRI,1975,11501913472.5848,5496.15761723616,44
CRI,1976,12136538956.007,5650.75233986768,44
CRI,1977,13217233964.2199,5994.14245381341,44
CRI,1978,14045648795.9488,6202.51126996517,44
CRI,1979,14739380800.2623,6335.45848048448,44
CRI,1980,14850205526.9783,6211.82989065167,44
CRI,1981,14514345035.8325,5908.2172237219,44
CRI,1982,13456892435.6049,5329.87185376021,44
CRI,1983,13842162284.0054,5333.85210197832,44
CRI,1984,14952872322.378,5605.37574945896,44
CRI,1985,15060772507.6315,5492.83542968165,44
CRI,1986,15894574652.5712,5641.94390936699,44
CRI,1987,16651876951.5589,5756.51906802572,44
CRI,1988,17223393910.0208,5802.828914637,44
CRI,1989,18199267197.6211,5979.07410559836,44
CRI,1990,18845898693.2498,6037.05111668102,44
CRI,1991,19272881732.3082,6018.68283701715,44
CRI,1992,21046199572.7927,6408.20531541453,44
CRI,1993,22539888605.2252,6693.49083166149,44
CRI,1994,23558472567.298,6826.32273425801,44
CRI,1995,24537080455.4701,6940.83702069434,44
CRI,1996,24868443787.3919,6871.60941046409,44
CRI,1997,26230280995.2372,7085.98834302225,44
CRI,1998,28107138541.4782,7430.1724106288,44
CRI,1999,29291801356.6403,7584.42136977783,44
CRI,2000,30425018574.4757,7726.51985682031,44
CRI,2001,31487207663.2952,7854.2339580182,44
CRI,2002,32563086627.9419,7989.55926102157,44
CRI,2003,33968893647.7095,8207.45746763047,44
CRI,2004,35471881178.9969,8445.52914945791,44
CRI,2005,36882479548.0029,8655.33965418585,44
CRI,2006,39584746492.4417,9160.29437453236,44
CRI,2007,42836685662.1245,9779.51149389818,44
CRI,2008,44866362740.5382,10104.9092039691,44
CRI,2009,44474474828.8682,9883.67567046297,44
CRI,2010,46858459461.2317,10285.0856660419,44
CRI,2011,48921712048.582,10612.4694861141,44
CRI,2012,51310359848.0341,11001.5192856576,44
CRI,2013,52590433317.5191,11151.1437869768,44
CRI,2014,54453244250.7631,11422.6735793176,44
CRI,2015,56441920820.5194,11714.7105980732,44
CRI,2016,58814921621.3159,12084.4351325634,44
CRI,2017,61260269007.514,12468.5654531709,44
CRI,2018,62862779082.5908,12679.5253643016,44
CRI,2019,64382494195.8,12877.650101079,44
CRI,2020,61631202097.7205,12242.2098908533,44
CRI,2021,66522107766.4296,13146.6927918465,44
CRI,2022,69549856033.0247,13686.1614090822,44
CUB,1970,23120654813.2269,2620.08770849073,47
CUB,1971,25105299224.9614,2795.975227427,47
CUB,1972,26317053148.5303,2884.41117375584,47
CUB,1973,27220909321.8834,2941.1069301794,47
CUB,1974,27488896946.333,2932.40455689131,47
CUB,1975,30093861942.6797,3174.5497646957,47
CUB,1976,31727344869.416,3314.86184023098,47
CUB,1977,34490638878.7051,3574.73735429822,47
CUB,1978,36765640923.6433,3785.5968529222,47
CUB,1979,37165718488.949,3806.65442247557,47
CUB,1980,35363388173.5407,3606.74390099913,47
CUB,1981,42325850268.8874,4297.33730540661,47
CUB,1982,46100569046.7715,4650.66605560812,47
CUB,1983,48595287844.2588,4863.89364258073,47
CUB,1984,52448756410.0218,5206.71097026126,47
CUB,1985,53286192380.6288,5246.13530193757,47
CUB,1986,53336975926.0497,5206.52966743673,47
CUB,1987,52055729737.8622,5036.67220086788,47
CUB,1988,53984675578.2487,5174.62120636915,47
CUB,1989,54351816305.329,5160.02681276118,47
CUB,1990,52749217702.7609,4961.45738860948,47
CUB,1991,47108903626.7075,4395.45493473446,47
CUB,1992,41653408481.7606,3861.87437370304,47
CUB,1993,35456139102.318,3270.55047645542,47
CUB,1994,35710334910.446,3280.38453264476,47
CUB,1995,36587809678.5467,3348.88763214863,47
CUB,1996,39455836484.9562,3599.32498555978,47
CUB,1997,40554060118.1077,3687.42530352589,47
CUB,1998,40618600303.8439,3680.98418008951,47
CUB,1999,43132386084.3646,3895.54643322661,47
CUB,2000,45683563278.5995,4112.26168350671,47
CUB,2001,47138598430.4616,4229.90309433356,47
CUB,2002,47810239203.2308,4277.39565642359,47
CUB,2003,49623557376.225,4426.96599591833,47
CUB,2004,52487103646.4154,4670.18802138025,47
CUB,2005,58366528662.6983,5182.35283601732,47
CUB,2006,65408954114.9466,5799.41163668615,47
CUB,2007,70159041951.1157,6215.76603727772,47
CUB,2008,73047369063.91,6469.08507847668,47
CUB,2009,74107509498.1477,6561.25305093006,47
CUB,2010,75878940053.321,6716.49048497058,47
CUB,2011,78005296225.1446,6902.16397571139,47
CUB,2012,80357078126.4622,7109.24834185635,47
CUB,2013,82564971264.2729,7307.82004410741,47
CUB,2014,83429902609.353,7392.48324633027,47
CUB,2015,87132800000.0,7727.91997207998,47
CUB,2016,87579654548.8907,7774.0698462623,47
CUB,2017,89164663930.9702,7927.27769340823,47
CUB,2018,91169039692.7712,8120.43123558256,47
CUB,2019,91020354637.1474,8124.75282059108,47
CUB,2020,81054459000.2587,7252.31672155863,47
CUB,2021,82070633423.4249,7379.01400369289,47
CUB,2022,83527267339.326,7552.3170665821,47
CYM,2006,4633485653.94262,96066.6290832355,35
CYM,2007,4780025440.10176,96202.7379415493,35
CYM,2008,4762941571.76629,93115.3168416314,35
CYM,2009,4419986799.9472,84001.4215657607,35
CYM,2010,4299956079.82432,79483.0972813604,35
CYM,2011,4350225240.90096,78233.0187551876,35
CYM,2012,4403722294.88918,77074.3890872511,35
CYM,2013,4460060480.24192,76038.879554035,35
CYM,2014,4578454033.81614,76104.6215727416,35
CYM,2015,4708167232.66893,76379.2095108681,35
CYM,2016,4860710642.84257,77031.8643873625,35
CYM,2017,5015477901.91161,77717.1752058822,35
CYM,2018,5229501758.00703,79305.769672996,35
CYM,2019,5434269977.07991,80714.5718222987,35
CYM,2020,5165012420.04968,75199.6450417809,35
CYM,2021,5418352633.41053,77285.7966767064,35
CYM,2022,5697740750.963,79587.3887913705,35
CYP,1975,3097696273.81457,6173.2919921875,48
CYP,1976,3725484451.29966,7484.80029296875,48
CYP,1977,4335048252.68384,8708.4130859375,48
CYP,1978,4672202440.83806,9350.9501953125,48
CYP,1979,5135010694.96066,10197.6181640625,48
CYP,1980,5430440425.60729,10667.7939453125,48
CYP,1981,5567124527.35932,10756.2109375,48
CYP,1982,5902360565.32315,11269.767578125,48
CYP,1983,6231841056.30844,11801.142578125,48
CYP,1984,6777619114.34104,12669.44140625,48
CYP,1985,7108539130.34461,13127.4716796875,48
CYP,1986,7371835886.11517,13458.46875,48
CYP,1987,7892674581.24533,14253.4970703125,48
CYP,1988,8575136618.7127,15322.62109375,48
CYP,1989,9256639215.2451,16306.2587890625,48
CYP,1990,9942000737.51347,17144.396484375,48
CYP,1991,10015521952.0264,16829.83984375,48
CYP,1992,10956980916.9959,17928.46484375,48
CYP,1993,11033679836.9009,17623.208984375,48
CYP,1994,11684666803.9444,18280.943359375,48
CYP,1995,12661793478.7767,19453.763671875,48
CYP,1996,12819886299.4005,19385.2109375,48
CYP,1997,13158445989.4741,19617.1015625,48
CYP,1998,13962538458.1021,20562.203125,48
CYP,1999,14660380604.2116,21349.654296875,48
CYP,2000,15534917800.5961,22383.865234375,48
CYP,2001,16148944831.6379,23019.1484375,48
CYP,2002,16750163022.74,23604.080078125,48
CYP,2003,17189567724.893,23930.669921875,48
CYP,2004,18053574518.0975,24799.546875,48
CYP,2005,18929715182.4214,25631.265625,48
CYP,2006,19822029523.0127,26395.41015625,48
CYP,2007,20832570156.7928,27156.68359375,48
CYP,2008,21592294823.2158,27449.04296875,48
CYP,2009,21157153433.1844,26183.4609375,48
CYP,2010,21640286551.9217,26090.048828125,48
CYP,2011,21730464387.897,25538.78125,48
CYP,2012,20981332395.2536,24285.49609375,48
CYP,2013,19599191958.4445,22738.490234375,48
CYP,2014,19251098194.7843,22581.828125,48
CYP,2015,19909278416.8575,23487.228515625,48
CYP,2016,21218032952.0546,24916.6328125,48
CYP,2017,22438246478.4654,26105.5859375,48
CYP,2018,23845498646.5325,27406.4765625,48
CYP,2019,25246562673.7657,28625.779296875,48
CYP,2020,24433463207.6976,27391.58984375,48
CYP,2021,27215888177.2701,30227.91796875,48
CYP,2022,29220507767.0398,32015.3515625,48
CZE,1990,122972963910.768,11900.5844578811,49
CZE,1991,108689725047.004,10543.6195998133,49
CZE,1992,108139165567.356,10479.4918683842,49
CZE,1993,108206108277.86,10475.0849143439,49
CZE,1994,111354158849.535,10775.9443888685,49
CZE,1995,118281953148.026,11453.380017709,49
CZE,1996,123212636048.58,11944.7171470429,49
CZE,1997,122478487849.992,11886.3480918471,49
CZE,1998,121996963422.938,11850.8396211152,49
CZE,1999,123678521510.239,12026.4688074555,49
CZE,2000,128638858397.276,12543.9364338645,49
CZE,2001,132391536317.902,12958.4667624815,49
CZE,2002,134395228578.688,13179.9878099111,49
CZE,2003,138831395782.306,13618.9349637214,49
CZE,2004,145406922302.962,14259.6334294387,49
CZE,2005,154676655561.766,15147.7214429473,49
CZE,2006,164921158026.322,16107.3042504372,49
CZE,2007,173973393363.484,16892.5428566711,49
CZE,2008,178518044738.046,17190.6470317686,49
CZE,2009,169952170252.553,16272.8084749422,49
CZE,2010,174565802530.616,16665.9317833287,49
CZE,2011,177659773362.468,16926.2846655313,49
CZE,2012,176290606026.729,16772.3539228258,49
CZE,2013,176216894679.608,16759.7808654377,49
CZE,2014,180173337872.859,17118.0425569684,49
CZE,2015,189107698561.919,17931.5987670768,49
CZE,2016,193988322699.324,18359.0978117405,49
CZE,2017,204024435225.367,19257.6930673781,49
CZE,2018,209798950840.998,19736.629527594,49
CZE,2019,217279912678.49,20360.0599218778,49
CZE,2020,205753475034.301,19233.1469565497,49
CZE,2021,214043320209.36,20373.8783032185,49
CZE,2022,220137498815.997,20627.3486496304,49
DEU,1965,1154369119995.79,15196.3266135987,73
DEU,1966,1186832072235.46,15493.828376695,73
DEU,1967,1182912482345.05,15372.2150106017,73
DEU,1968,1249969106464.17,16171.5531425011,73
DEU,1969,1342693099158.67,17233.9697030039,73
DEU,1970,1411212668800.25,18053.2877662512,73
DEU,1971,1455421724741.19,18584.7134080664,73
DEU,1972,1518009826210.91,19291.3926710734,73
DEU,1973,1590532547155.27,20149.4771410192,73
DEU,1974,1604689380211.74,20320.9008986241,73
DEU,1975,1590780912725.35,20220.0209834851,73
DEU,1976,1669512770702.66,21311.945010658,73
DEU,1977,1725395003999.27,22075.2189098003,73
DEU,1978,1777303390393.64,22759.1492987824,73
DEU,1979,1851067938078.88,23693.2601878736,73
DEU,1980,1877146314061.1,23977.2698645215,73
DEU,1981,1887080933535.74,24067.4825503981,73
DEU,1982,1879629968652.38,23995.2661890258,73
DEU,1983,1909185460396.69,24436.5473234992,73
DEU,1984,1963080770242.18,25213.3820426351,73
DEU,1985,2008780019603.59,25858.0588733612,73
DEU,1986,2054727633425.57,26437.4177394677,73
DEU,1987,2083538029569.15,26766.9600581443,73
DEU,1988,2160779694125.99,27651.0362681017,73
DEU,1989,2244975592426.02,28507.1621299938,73
DEU,1990,2362949197161.71,29747.6909405244,73
DEU,1991,2483654820949.25,31040.2935628737,73
DEU,1992,2533680205307.88,31425.647608288,73
DEU,1993,2509019802333.05,30915.8728851988,73
DEU,1994,2574193723450.54,31609.1102861092,73
DEU,1995,2612945784475.61,31990.7949869618,73
DEU,1996,2640072232962.63,32229.4778702849,73
DEU,1997,2689040748598.27,32779.2802468879,73
DEU,1998,2745407383018.29,33461.3192202157,73
DEU,1999,2803887763760.38,34152.0032256224,73
DEU,2000,2884562510841.22,35087.0891559515,73
DEU,2001,2931769559373.65,35601.3628351653,73
DEU,2002,2925076028983.88,35460.4121336422,73
DEU,2003,2909575203020.53,35252.9745134977,73
DEU,2004,2943395181897.32,35670.4870276152,73
DEU,2005,2969464751675.73,36006.8578105923,73
DEU,2006,3083959477633.35,37437.3918783337,73
DEU,2007,3173089212221.55,38570.9146408152,73
DEU,2008,3201977117826.16,38996.143407627,73
DEU,2009,3024422218182.65,36927.1920287013,73
DEU,2010,3149837977159.83,38517.4397860109,73
DEU,2011,3268207907666.64,40712.6577363042,73
DEU,2012,3283708733629.98,40829.034893805,73
DEU,2013,3296391223767.13,40875.0262803178,73
DEU,2014,3367906396055.51,41588.0763875592,73
DEU,2015,3423568450957.03,41911.0109851054,73
DEU,2016,3502129441730.16,42528.0637107828,73
DEU,2017,3597248136065.74,43520.1864212996,73
DEU,2018,3637409365003.91,43874.0130936092,73
DEU,2019,3673343090202.78,44207.6320519514,73
DEU,2020,3522914640155.8,42362.6472136853,73
DEU,2021,3652205602572.65,43898.7713167519,73
DEU,2022,3702230996916.9,44180.4298386996,73
DJI,2013,2105985489.12352,2138.43843074856,52
DJI,2014,2254700565.11536,2248.59114297989,52
DJI,2015,2424391785.43897,2376.12554719873,52
DJI,2016,2597091693.86547,2502.85181449431,52
DJI,2017,2738843335.30256,2596.45134698268,52
DJI,2018,2869607134.04835,2677.16701469784,52
DJI,2019,3028730597.33671,2781.94687224659,52
DJI,2020,3068599693.60668,2776.54090852115,52
DJI,2021,3207372442.69767,2860.53793870551,52
DJI,2022,3326961776.90297,2925.84071784878,52
DMA,1977,211483620.928444,2920.80243251172,53
DMA,1978,233764997.490807,3214.41336409998,53
DMA,1979,190847414.421535,2615.81730042263,53
DMA,1980,216388871.516228,2960.86465410872,53
DMA,1981,239822338.89896,3285.86768556928,53
DMA,1982,249721446.078229,3435.52506711189,53
DMA,1983,256105120.108227,3539.07441592244,53
DMA,1984,266852947.612854,3703.41050867178,53
DMA,1985,270644749.640005,3772.36771911248,53
DMA,1986,289788417.902702,4058.32027984626,53
DMA,1987,308066999.198377,4337.56669245705,53
DMA,1988,332147435.166003,4704.10484882737,53
DMA,1989,331512580.505584,4725.56527170019,53
DMA,1990,349473877.455821,5019.22928541831,53
DMA,1991,354183964.059404,5111.17472955732,53
DMA,1992,361371847.187073,5212.72047871724,53
DMA,1993,369182589.257494,5317.10554430161,53
DMA,1994,369309888.895428,5315.57046066221,53
DMA,1995,380503164.202399,5477.30878812707,53
DMA,1996,392314752.036481,5652.13588872614,53
DMA,1997,400889291.93451,5784.92174395749,53
DMA,1998,416019763.186175,6018.45615395774,53
DMA,1999,417492801.853705,6062.04155443161,53
DMA,2000,427263049.065191,6236.41530652291,53
DMA,2001,426990264.12676,6252.78620148137,53
DMA,2002,414914984.185527,6068.93653642148,53
DMA,2003,441275102.069287,6439.05826661346,53
DMA,2004,454737038.78088,6624.08831564742,53
DMA,2005,457719487.441064,6659.28779703005,53
DMA,2006,479046723.210763,6962.28124307129,53
DMA,2007,509480429.508433,7400.18344311927,53
DMA,2008,545760826.319816,7926.34888778889,53
DMA,2009,539377658.76052,7832.50550012373,53
DMA,2010,543005698.441659,7885.76218710203,53
DMA,2011,541791805.465639,7846.02849210952,53
DMA,2012,536054228.927297,7755.63860249569,53
DMA,2013,530694004.887119,7612.33600928235,53
DMA,2014,555922065.276388,7899.649940693,53
DMA,2015,540737037.037037,7679.83293618857,53
DMA,2016,555681105.24744,7983.23571599345,53
DMA,2017,518900602.715599,7575.63365328777,53
DMA,2018,537309039.644082,7881.43631947783,53
DMA,2019,566874380.554411,8351.12522914571,53
DMA,2020,472749937.548637,6996.13658633828,53
DMA,2021,505325005.612993,7519.49355098053,53
DMA,2022,533540061.078087,7984.01911049722,53
DNK,1965,103699971933.811,21790.2312357714,51
DNK,1966,106542294947.608,22208.4289214487,51
DNK,1967,112813620793.521,23330.995164681,51
DNK,1968,119416598972.908,24546.6538399604,51
DNK,1969,127535877430.496,26071.0399378755,51
DNK,1970,129902945583.984,26356.1270283734,51
DNK,1971,134031029503.162,27005.365066928,51
DNK,1972,139120989405.803,27871.0435311277,51
DNK,1973,145686794656.63,29010.519139544,51
DNK,1974,144281984477.625,28597.3223137558,51
DNK,1975,142247753424.315,28112.9709514439,51
DNK,1976,150773233107.414,29723.0911169378,51
DNK,1977,153766730417.204,30218.9600379221,51
DNK,1978,157483262412.517,30853.3720172917,51
DNK,1979,163866531098.734,32025.1913448919,51
DNK,1980,162635188839.138,31745.9167869188,51
DNK,1981,161430084160.476,31519.6357994139,51
DNK,1982,167713124645.425,32770.4867209655,51
DNK,1983,172165579287.135,33663.5864688998,51
DNK,1984,179636437796.38,35142.7674473353,51
DNK,1985,187096889651.408,36587.4452819712,51
DNK,1986,195952945255.93,38268.0683803545,51
DNK,1987,196860120868.352,38396.5670666554,51
DNK,1988,197397452774.196,38482.6663517953,51
DNK,1989,198773654947.051,38727.7183714612,51
DNK,1990,202073829809.271,39306.7939163003,51
DNK,1991,205020430066.543,39776.5961662564,51
DNK,1992,209167606402.311,40447.232822697,51
DNK,1993,209002572309.562,40280.8935829591,51
DNK,1994,220068623440.602,42270.6520789912,51
DNK,1995,226754355589.978,43328.5293423529,51
DNK,1996,233320596340.296,44331.6199506782,51
DNK,1997,240713316133.714,45546.5896032205,51
DNK,1998,246313036662.653,46437.1921036166,51
DNK,1999,253621896644.373,47657.173193571,51
DNK,2000,263066798839.571,49266.9882702373,51
DNK,2001,265566018347.455,49557.1510075058,51
DNK,2002,266778406866.579,49624.5965334337,51
DNK,2003,267955142394.956,49708.0908999592,51
DNK,2004,275394519939.124,50956.3045506744,51
DNK,2005,281892753356.482,52015.1841293483,51
DNK,2006,292651155607.73,53823.1590414696,51
DNK,2007,295540131107.448,54113.9771443798,51
DNK,2008,294307201429.912,53572.5346597284,51
DNK,2009,279666951279.328,50635.9117993314,51
DNK,2010,284093791119.24,51209.4492636368,51
DNK,2011,287817703270.261,51667.5313181951,51
DNK,2012,287802068095.364,51470.6898338005,51
DNK,2013,291810211144.337,51970.3909405024,51
DNK,2014,295539545041.068,52368.3625852985,51
DNK,2015,301758922337.637,53094.0133607574,51
DNK,2016,311032111245.335,54300.2039530893,51
DNK,2017,320538736946.88,55601.0145649906,51
DNK,2018,326500781458.764,56355.0733009054,51
DNK,2019,332088518914.51,57114.6227285377,51
DNK,2020,326176991303.13,55934.5556066994,51
DNK,2021,350255593023.122,59803.9202099741,51
DNK,2022,355650135472.963,60248.6712302435,51
DOM,1965,5155503169.8201,1353.51883696956,54
DOM,1966,5849606339.42794,1491.54373932179,54
DOM,1967,6044254464.00907,1496.49968110575,54
DOM,1968,6058691799.51806,1457.40109471041,54
DOM,1969,6718570934.91644,1570.84778004305,54
DOM,1970,7943143553.26801,1805.55124878515,54
DOM,1971,8806679709.40857,1946.55707671366,54
DOM,1972,9722060448.11927,2089.91938277882,54
DOM,1973,10975794392.7203,2295.12199916907,54
DOM,1974,11634550915.0405,2367.538565312,54
DOM,1975,12238762621.0264,2425.06555096291,54
DOM,1976,13062201580.0288,2521.46388197307,54
DOM,1977,13712932241.9737,2579.82866940229,54
DOM,1978,14006482881.1803,2569.10969114523,54
DOM,1979,14641172536.7581,2619.31744636252,54
DOM,1980,15807889290.6358,2759.2576711646,54
DOM,1981,16484446003.5853,2808.99344402781,54
DOM,1982,16764468710.6172,2790.76919642564,54
DOM,1983,17540319328.148,2853.36126477213,54
DOM,1984,17760081282.9291,2823.97333820887,54
DOM,1985,17383117345.8908,2703.26986389826,54
DOM,1986,17995349556.5899,2738.51467745198,54
DOM,1987,19816005179.2607,2952.09845777041,54
DOM,1988,20243230984.6102,2952.74451788973,54
DOM,1989,21134042221.48,3018.1593636772,54
DOM,1990,19981325537.0055,2794.13532520508,54
DOM,1991,20169977001.9494,2763.06618803822,54
DOM,1992,22433236554.9309,3012.19400765024,54
DOM,1993,24085335186.6972,3171.38808963786,54
DOM,1994,24711639228.2533,3192.01963139506,54
DOM,1995,26116602360.5497,3310.88002146896,54
DOM,1996,27677807175.4716,3445.55862127293,54
DOM,1997,30137054814.5543,3686.90570539629,54
DOM,1998,32160600643.062,3869.93979841817,54
DOM,1999,34070956123.7845,4033.87604517725,54
DOM,2000,35659263104.8034,4154.06265527713,54
DOM,2001,36536308517.4776,4189.80766076945,54
DOM,2002,38178653364.9485,4312.88294593947,54
DOM,2003,37664880865.2421,4194.01788130909,54
DOM,2004,38632918879.6179,4243.09468795653,54
DOM,2005,42275322011.052,4582.67384283375,54
DOM,2006,46153810301.3096,4940.89563402297,54
DOM,2007,49576554587.8018,5243.05707628193,54
DOM,2008,51167716220.0417,5344.93067784953,54
DOM,2009,51651842211.298,5327.53279165634,54
DOM,2010,55959425617.5869,5698.41429685183,54
DOM,2011,57712871132.3848,5802.84238987035,54
DOM,2012,59281142164.8033,5886.66561521702,54
DOM,2013,62171219427.0016,6098.90503670225,54
DOM,2014,66554578678.1207,6451.88289713534,54
DOM,2015,71164826836.5281,6819.93225155181,54
DOM,2016,75903835172.1732,7193.70124923098,54
DOM,2017,79446042998.4211,7447.94340728752,54
DOM,2018,84993384865.6436,7882.85726898612,54
DOM,2019,89287393475.0793,8195.9832061503,54
DOM,2020,83287066903.7897,7565.84276444044,54
DOM,2021,93508047621.0655,8406.36934183752,54
DOM,2022,98050971574.0699,8730.59334982646,54
DZA,1965,28586918218.7639,2311.73974611983,2
DZA,1966,27213325104.7723,2161.49133930658,2
DZA,1967,29785790539.0199,2313.25858764419,2
DZA,1968,33001535545.9012,2505.31409679971,2
DZA,1969,35784647536.0138,2655.44328834561,2
DZA,1970,38956118145.1802,2826.24146249501,2
DZA,1971,34541720238.102,2449.95226860396,2
DZA,1972,44014431054.2129,3050.82216642524,2
DZA,1973,45692778906.043,3093.380555081,2
DZA,1974,49117415081.9637,3245.60799489528,2
DZA,1975,51595556464.1629,3290.82760115529,2
DZA,1976,55922750141.595,3408.01820820889,2
DZA,1977,58863496043.7857,3459.3039962159,2
DZA,1978,64287670491.8973,3672.11777957158,2
DZA,1979,69094990985.244,3830.80959220232,2
DZA,1980,69641260801.1743,3742.71024719682,2
DZA,1981,71730495901.1341,3731.93905390427,2
DZA,1982,76321250590.4011,3840.5753859786,2
DZA,1983,80442600430.6327,3912.93659125035,2
DZA,1984,84947383262.8921,3993.39540514055,2
DZA,1985,88090434111.7172,4002.55619416338,2
DZA,1986,88442796731.5346,3888.36475873906,2
DZA,1987,87823699342.291,3746.16566714647,2
DZA,1988,86945457526.7687,3606.26838802575,2
DZA,1989,90771059536.4893,3666.85307880529,2
DZA,1990,91497228539.4122,3605.68701213527,2
DZA,1991,90399261261.5479,3478.5097627463,2
DZA,1992,92026450045.6451,3455.9293629926,2
DZA,1993,90093893897.4104,3302.91950571082,2
DZA,1994,89283051958.1101,3201.56914405705,2
DZA,1995,92675803281.1129,3255.187268716,2
DZA,1996,96475509798.0632,3322.9553813945,2
DZA,1997,97536740346.8813,3297.46603365919,2
DZA,1998,102511117624.641,3410.88254399624,2
DZA,1999,105791474981.503,3471.49196276655,2
DZA,2000,109811551032.207,3553.32420521282,2
DZA,2001,113105897562.183,3610.00605632903,2
DZA,2002,119213616030.541,3754.66081539402,2
DZA,2003,126962501072.526,3945.89816092714,2
DZA,2004,132675813620.79,4066.28204806069,2
DZA,2005,139840307556.312,4223.60252134721,2
DZA,2006,143895676475.446,4279.61547125531,2
DZA,2007,148356442446.184,4339.25055772185,2
DZA,2008,152065353507.339,4367.56538019901,2
DZA,2009,153890137749.427,4336.10054056598,2
DZA,2010,161276864361.4,4456.61027416201,2
DZA,2011,166115170292.241,4501.35430135827,2
DZA,2012,170101934379.255,4518.4397895726,2
DZA,2013,174524584673.116,4543.23444004859,2
DZA,2014,181680092644.714,4634.10149183949,2
DZA,2015,187493855609.345,4685.05902729002,2
DZA,2016,194806115978.109,4768.73140080218,2
DZA,2017,197728207717.781,4742.90075536604,2
DZA,2018,200496402625.83,4717.00358853556,2
DZA,2019,202300870249.462,4672.66408682198,2
DZA,2020,192185826736.989,4363.68533766912,2
DZA,2021,199488888152.994,4456.74687641147,2
DZA,2022,206670488126.502,4544.46688059647,2
ECU,1965,13716406958.1242,2586.06761738802,55
ECU,1966,13669836239.7136,2501.91557877735,55
ECU,1967,14301529480.3009,2540.66169170091,55
ECU,1968,14574608375.6098,2513.00216143129,55
ECU,1969,15255131525.6245,2553.05924747148,55
ECU,1970,16303453382.4831,2648.64798630584,55
ECU,1971,17329365500.4189,2733.31598864156,55
ECU,1972,18198890797.8275,2787.37877576185,55
ECU,1973,20737760204.2233,3085.04290357147,55
ECU,1974,23062154053.8238,3333.36860850118,55
ECU,1975,25592569112.8408,3595.34513644445,55
ECU,1976,27485699466.5657,3754.40921384736,55
ECU,1977,27926801545.6376,3710.30597994154,55
ECU,1978,29520535222.701,3815.91235332704,55
ECU,1979,30622846296.7579,3852.47842136509,55
ECU,1980,31758550581.5091,3889.17817173943,55
ECU,1981,33541114872.2049,3999.2219866679,55
ECU,1982,33747340858.0018,3918.96098102769,55
