,iso_code,year,wind,hydro,solar,other_inc_bio,fk_country
1608,CYP,1979,0.0,0.0,0.0,0.0,48
1609,CYP,1980,0.0,0.0,0.0,0.0,48
1610,CYP,1981,0.0,0.0,0.0,0.0,48
1611,CYP,1982,0.0,0.0,0.0,0.0,48
1612,CYP,1983,0.0,0.0,0.0,0.0,48
1613,CYP,1984,0.0,0.0,0.0,0.0,48
1614,CYP,1985,0.0,0.0,0.0,0.0,48
1615,CYP,1986,0.0,0.0,0.0,0.0,48
1616,CYP,1987,0.0,0.0,0.0,0.0,48
1617,CYP,1988,0.0,0.0,0.0,0.0,48
1618,CYP,1989,0.0,0.0,0.0,0.0,48
1619,CYP,1990,0.0,0.0,0.0,0.0,48
1620,CYP,1991,0.0,0.0,0.0,0.0,48
1621,CYP,1992,0.0,0.0,0.0,0.0,48
1622,CYP,1993,0.0,0.0,0.0,0.0,48
1623,CYP,1994,0.0,0.0,0.0,0.0,48
1624,CYP,1995,0.0,0.0,0.0,0.0,48
1625,CYP,1996,0.0,0.0,0.0,0.0,48
1626,CYP,1997,0.0,0.0,0.0,0.0,48
1627,CYP,1998,0.0,0.0,0.0,0.0,48
1628,CYP,1999,0.0,0.0,0.0,0.0,48
1629,CYP,2000,0.0,0.0,0.0,0.0,48
1630,CYP,2001,0.0,0.0,0.0,0.0,48
1631,CYP,2002,0.0,0.0,0.0,0.0,48
1632,CYP,2003,0.0,0.0,0.0,0.0,48
1633,CYP,2004,0.0,0.0,0.0,0.0,48
1634,CYP,2005,0.0,0.0,0.0,0.0,48
1635,CYP,2006,0.0,0.0,0.0,0.0,48
1636,CYP,2007,0.0,0.0,0.0,0.0,48
1637,CYP,2008,0.0,0.0,0.0,0.01,48
1638,CYP,2009,0.0,0.0,0.0,0.03,48
1639,CYP,2010,0.03,0.0,0.01,0.04,48
1640,CYP,2011,0.11,0.0,0.01,0.05,48
1641,CYP,2012,0.19,0.0,0.02,0.05,48
1642,CYP,2013,0.23,0.0,0.05,0.05,48
1643,CYP,2014,0.18,0.0,0.08,0.05,48
1644,CYP,2015,0.22,0.0,0.13,0.05,48
1645,CYP,2016,0.23,0.0,0.15,0.05,48
1646,CYP,2017,0.21,0.0,0.17,0.05,48
1647,CYP,2018,0.22,0.0,0.2,0.06,48
1648,CYP,2019,0.24,0.0,0.22,0.06,48
1649,CYP,2020,0.24,0.0,0.3,0.06,48
1650,CYP,2021,0.25,0.0,0.47,0.06,48
1651,CYP,2022,0.22,0.0,0.6,0.06,48
1652,CYP,2023,0.19,0.0,0.83,0.05,48
1653,CYP,2024,0.2,0.0,1.13,0.05,48
1654,CZE,1965,0.0,2.231797,0.0,0.0,49
1655,CZE,1966,0.0,2.1036344,0.0,0.0,49
1656,CZE,1967,0.0,1.8959225,0.0,0.0,49
1657,CZE,1968,0.0,1.4672408,0.0,0.0,49
1658,CZE,1969,0.0,1.1976573,0.0,0.0,49
1659,CZE,1970,0.0,1.7103078,0.0,0.0,49
1660,CZE,1971,0.0,1.208,0.0,0.0,49
1661,CZE,1972,0.0,1.264,0.0,0.0,49
1662,CZE,1973,0.0,1.081,0.0,0.0,49
1663,CZE,1974,0.0,1.819,0.0,0.0,49
1664,CZE,1975,0.0,1.814,0.0,0.0,49
1665,CZE,1976,0.0,1.446,0.0,0.0,49
1666,CZE,1977,0.0,1.967,0.0,0.0,49
1667,CZE,1978,0.0,1.83,0.0,0.0,49
1668,CZE,1979,0.0,2.293,0.0,0.0,49
1669,CZE,1980,0.0,2.399,0.0,0.0,49
1670,CZE,1981,0.0,2.061,0.0,0.0,49
1671,CZE,1982,0.0,1.67,0.0,0.0,49
1672,CZE,1983,0.0,1.655,0.0,0.0,49
1673,CZE,1984,0.0,1.298,0.0,0.0,49
1674,CZE,1985,0.0,1.671,0.0,0.0,49
1675,CZE,1986,0.0,1.876,0.0,0.0,49
1676,CZE,1987,0.0,2.465,0.0,0.0,49
1677,CZE,1988,0.0,2.099,0.0,0.0,49
1678,CZE,1989,0.0,1.643,0.0,0.0,49
1679,CZE,1990,0.0,1.16,0.0,0.0,49
1680,CZE,1991,0.0,1.09,0.0,0.0,49
1681,CZE,1992,0.0,1.4,0.0,0.0,49
1682,CZE,1993,0.0,1.37,0.0,0.16,49
1683,CZE,1994,0.0,1.46,0.0,0.32,49
1684,CZE,1995,0.0,2.0,0.0,0.41,49
1685,CZE,1996,0.0,1.97,0.0,0.29,49
1686,CZE,1997,0.0,1.7,0.0,0.49,49
1687,CZE,1998,0.0,1.4,0.0,0.59,49
1688,CZE,1999,0.0,1.68,0.0,0.68,49
1689,CZE,2000,0.0,1.76,0.0,0.52,49
1690,CZE,2001,0.0,2.05,0.0,0.52,49
1691,CZE,2002,0.0,2.49,0.0,0.5,49
1692,CZE,2003,0.0,1.38,0.0,0.49,49
1693,CZE,2004,0.01,2.02,0.0,0.71,49
1694,CZE,2005,0.02,2.38,0.0,0.73,49
1695,CZE,2006,0.05,2.55,0.0,0.92,49
1696,CZE,2007,0.13,2.09,0.0,1.2,49
1697,CZE,2008,0.24,2.02,0.01,1.45,49
1698,CZE,2009,0.29,2.43,0.09,1.85,49
1699,CZE,2010,0.34,2.79,0.62,2.16,49
1700,CZE,2011,0.4,1.96,2.18,2.7,49
1701,CZE,2012,0.42,2.13,2.15,3.37,49
1702,CZE,2013,0.48,2.73,2.03,4.06,49
1703,CZE,2014,0.48,1.91,2.12,4.66,49
1704,CZE,2015,0.57,1.79,2.26,4.79,49
1705,CZE,2016,0.5,2.0,2.13,4.76,49
1706,CZE,2017,0.59,1.87,2.2,4.97,49
1707,CZE,2018,0.61,1.63,2.36,4.83,49
1708,CZE,2019,0.7,2.01,2.34,5.03,49
1709,CZE,2020,0.7,2.14,2.34,5.21,49
1710,CZE,2021,0.6,2.41,2.32,5.38,49
1711,CZE,2022,0.64,2.09,2.63,5.41,49
1712,CZE,2023,0.71,2.36,2.89,5.19,49
1713,CZE,2024,0.68,2.61,4.0,5.199999999999999,49
1714,DEU,1965,0.0,16.21221,0.0,0.0,73
1715,DEU,1966,0.0,17.533998,0.0,0.0,73
1716,DEU,1967,0.0,16.652311,0.0,0.0,73
1717,DEU,1968,0.0,16.89899,0.0,0.0,73
1718,DEU,1969,0.0,13.713478,0.0,0.0,73
1719,DEU,1970,0.0,17.533678,0.0,0.92002016,73
1720,DEU,1971,0.0,13.455188,0.0,1.0010282,73
1721,DEU,1972,0.0,13.205894,0.0,1.0187488,73
1722,DEU,1973,0.0,15.229462,0.0,1.0531049,73
1723,DEU,1974,0.0,17.638132,0.0,1.07625,73
1724,DEU,1975,0.0,17.059124,0.0,1.1247102,73
1725,DEU,1976,0.0,13.846833,0.0,1.2776853,73
1726,DEU,1977,0.0,17.58216,0.0,1.2465839,73
1727,DEU,1978,0.0,18.362234,0.0,1.317466,73
1728,DEU,1979,0.0,18.383686,0.0,1.4433178,73
1729,DEU,1980,0.0,19.069143,0.0,1.9662538,73
1730,DEU,1981,0.0,19.914673,0.0,1.8042376,73
1731,DEU,1982,0.0,19.737993,0.0,1.798813,73
1732,DEU,1983,0.0,18.712017,0.0,1.5402381,73
1733,DEU,1984,0.0,18.479174,0.0,1.6429448,73
1734,DEU,1985,0.0,17.40065,0.0,1.6440297,73
1735,DEU,1986,0.001,18.571981,0.0,1.5955696,73
1736,DEU,1987,0.002,20.34297,0.0,1.4458493,73
1737,DEU,1988,0.008,20.079391,0.0,1.6378818,73
1738,DEU,1989,0.026,18.243729,0.0,1.7492679,73
1739,DEU,1990,0.07,17.43,0.0,1.6,73
1740,DEU,1991,0.22,14.89,0.0,1.87,73
1741,DEU,1992,0.29,17.4,0.0,2.04,73
1742,DEU,1993,0.67,17.88,0.0,1.97,73
1743,DEU,1994,1.43,19.93,0.01,2.07,73
1744,DEU,1995,1.71,21.78,0.01,2.43,73
1745,DEU,1996,2.08,21.96,0.01,2.5,73
1746,DEU,1997,3.03,17.36,0.02,2.65,73
1747,DEU,1998,4.59,17.22,0.04,3.06,73
1748,DEU,1999,5.53,19.65,0.03,3.51,73
1749,DEU,2000,9.35,21.73,0.06,4.33,73
1750,DEU,2001,10.46,22.73,0.12,4.59,73
1751,DEU,2002,15.86,23.12,0.19,5.31,73
1752,DEU,2003,19.09,18.32,0.31,8.95,73
1753,DEU,2004,26.02,20.75,0.56,10.64,73
1754,DEU,2005,27.77,19.64,1.28,14.71,73
1755,DEU,2006,31.32,20.03,2.22,18.94,73
1756,DEU,2007,40.51,21.17,3.08,24.62,73
1757,DEU,2008,41.38,20.44,4.42,28.04,73
1758,DEU,2009,39.42,19.03,6.58,30.91,73
1759,DEU,2010,38.55,20.95,11.73,33.949997,73
1760,DEU,2011,49.86,17.67,19.6,36.91,73
1761,DEU,2012,51.68,21.75,26.38,43.23,73
1762,DEU,2013,52.74,23.0,31.01,45.59,73
1763,DEU,2014,58.5,19.59,36.06,48.39,73
1764,DEU,2015,80.62,18.98,38.73,50.460003,73
1765,DEU,2016,79.92,20.55,38.1,51.1,73
1766,DEU,2017,105.69,20.15,39.4,51.079998,73
1767,DEU,2018,109.95,17.69,43.46,50.97,73
1768,DEU,2019,125.89,19.73,44.38,50.33,73
1769,DEU,2020,132.1,18.72,49.5,51.16,73
1770,DEU,2021,114.65,19.66,49.34,47.15,73
1771,DEU,2022,124.81,17.62,60.3,48.81,73
1772,DEU,2023,137.48,19.89,61.22,46.1,73
1773,DEU,2024,133.44,23.41,70.99,46.1,73
1774,DJI,2000,0.0,0.0,0.0,0.0,52
1775,DJI,2001,0.0,0.0,0.0,0.0,52
1776,DJI,2002,0.0,0.0,0.0,0.0,52
1777,DJI,2003,0.0,0.0,0.0,0.0,52
1778,DJI,2004,0.0,0.0,0.0,0.0,52
1779,DJI,2005,0.0,0.0,0.0,0.0,52
1780,DJI,2006,0.0,0.0,0.0,0.0,52
1781,DJI,2007,0.0,0.0,0.0,0.0,52
1782,DJI,2008,0.0,0.0,0.0,0.0,52
1783,DJI,2009,0.0,0.0,0.0,0.0,52
1784,DJI,2010,0.0,0.0,0.0,0.0,52
1785,DJI,2011,0.0,0.0,0.0,0.0,52
1786,DJI,2012,0.0,0.0,0.0,0.0,52
1787,DJI,2013,0.0,0.0,0.0,0.0,52
1788,DJI,2014,0.0,0.0,0.0,0.0,52
1789,DJI,2015,0.0,0.0,0.0,0.0,52
1790,DJI,2016,0.0,0.0,0.0,0.0,52
1791,DJI,2017,0.0,0.0,0.0,0.0,52
1792,DJI,2018,0.0,0.0,0.0,0.0,52
1793,DJI,2019,0.0,0.0,0.0,0.0,52
1794,DJI,2020,0.0,0.0,0.0,0.0,52
1795,DJI,2021,0.0,0.0,0.0,0.0,52
1796,DJI,2022,0.07,0.0,0.0,0.0,52
1797,DJI,2023,0.07,0.0,0.0,0.0,52
1798,DMA,2000,0.0,0.03,0.0,0.0,53
1799,DMA,2001,0.0,0.03,0.0,0.0,53
1800,DMA,2002,0.0,0.03,0.0,0.0,53
1801,DMA,2003,0.0,0.03,0.0,0.0,53
1802,DMA,2004,0.0,0.03,0.0,0.0,53
1803,DMA,2005,0.0,0.03,0.0,0.0,53
1804,DMA,2006,0.0,0.03,0.0,0.0,53
1805,DMA,2007,0.0,0.02,0.0,0.0,53
1806,DMA,2008,0.0,0.02,0.0,0.0,53
1807,DMA,2009,0.0,0.02,0.0,0.0,53
1808,DMA,2010,0.0,0.02,0.0,0.0,53
1809,DMA,2011,0.0,0.04,0.0,0.0,53
1810,DMA,2012,0.0,0.03,0.0,0.0,53
1811,DMA,2013,0.0,0.04,0.0,0.0,53
1812,DMA,2014,0.0,0.03,0.0,0.0,53
1813,DMA,2015,0.0,0.02,0.0,0.0,53
1814,DMA,2016,0.0,0.04,0.0,0.0,53
1815,DMA,2017,0.0,0.03,0.0,0.0,53
1816,DMA,2018,0.0,0.02,0.0,0.0,53
1817,DMA,2019,0.0,0.02,0.0,0.0,53
1818,DMA,2020,0.0,0.04,0.0,0.0,53
1819,DMA,2021,0.0,0.04,0.0,0.0,53
1820,DMA,2022,0.0,0.02,0.0,0.0,53
1821,DMA,2023,0.0,0.02,0.0,0.0,53
1822,DNK,1965,0.0,0.025,0.0,0.0,51
1823,DNK,1966,0.0,0.026,0.0,0.0,51
1824,DNK,1967,0.0,0.025,0.0,0.0,51
1825,DNK,1968,0.0,0.021,0.0,0.0,51
1826,DNK,1969,0.0,0.022,0.0,0.0,51
1827,DNK,1970,0.0,0.024,0.0,0.0,51
1828,DNK,1971,0.0,0.024,0.0,0.0,51
1829,DNK,1972,0.0,0.024,0.0,0.0,51
1830,DNK,1973,0.0,0.024,0.0,0.0,51
1831,DNK,1974,0.0,0.024,0.0,0.0,51
1832,DNK,1975,0.0,0.021,0.0,0.0,51
1833,DNK,1976,0.0,0.019,0.0,0.0,51
1834,DNK,1977,0.0,0.026,0.0,0.0,51
1835,DNK,1978,0.003,0.027,0.0,0.0,51
1836,DNK,1979,0.006,0.029,0.0,0.0,51
1837,DNK,1980,0.0105,0.0341,0.0,0.0,51
1838,DNK,1981,0.0105,0.0355,0.0,0.0,51
1839,DNK,1982,0.0185,0.0303,0.0,0.0,51
1840,DNK,1983,0.0271,0.0335,0.0,0.033,51
1841,DNK,1984,0.0332,0.0302,0.0,0.033,51
1842,DNK,1985,0.0514,0.0297,0.0,0.036,51
1843,DNK,1986,0.1256,0.0286,0.0,0.051,51
1844,DNK,1987,0.1738,0.0294,0.0,0.061,51
1845,DNK,1988,0.2917,0.0328,0.0,0.08,51
1846,DNK,1989,0.4284,0.0229,0.0,0.126,51
1847,DNK,1990,0.61,0.03,0.0,0.19,51
1848,DNK,1991,0.74,0.03,0.0,0.29,51
1849,DNK,1992,0.92,0.03,0.0,0.41,51
1850,DNK,1993,1.03,0.03,0.0,0.55,51
1851,DNK,1994,1.14,0.03,0.0,0.57,51
1852,DNK,1995,1.18,0.03,0.0,0.65,51
1853,DNK,1996,1.23,0.02,0.0,0.83,51
1854,DNK,1997,1.93,0.02,0.0,0.98,51
1855,DNK,1998,2.82,0.03,0.0,1.08,51
1856,DNK,1999,3.03,0.03,0.0,1.32,51
1857,DNK,2000,4.24,0.03,0.0,1.3,51
1858,DNK,2001,4.31,0.03,0.0,1.51,51
1859,DNK,2002,4.88,0.03,0.0,1.88,51
1860,DNK,2003,5.56,0.02,0.0,2.49,51
1861,DNK,2004,6.58,0.03,0.0,2.91,51
1862,DNK,2005,6.61,0.02,0.0,3.17,51
1863,DNK,2006,6.11,0.02,0.0,3.07,51
1864,DNK,2007,7.17,0.03,0.0,3.1,51
1865,DNK,2008,6.93,0.03,0.0,3.14,51
1866,DNK,2009,6.72,0.02,0.0,3.32,51
1867,DNK,2010,7.81,0.02,0.01,4.59,51
1868,DNK,2011,9.77,0.02,0.01,4.37,51
1869,DNK,2012,10.27,0.02,0.1,4.45,51
1870,DNK,2013,11.12,0.01,0.52,4.31,51
1871,DNK,2014,13.08,0.02,0.6,4.29,51
1872,DNK,2015,14.13,0.02,0.6,4.18,51
1873,DNK,2016,12.78,0.02,0.74,4.85,51
1874,DNK,2017,14.78,0.02,0.75,6.25,51
1875,DNK,2018,13.9,0.01,0.95,5.89,51
1876,DNK,2019,16.15,0.02,0.96,5.94,51
1877,DNK,2020,16.33,0.02,1.18,5.92,51
1878,DNK,2021,16.05,0.02,1.31,8.72,51
1879,DNK,2022,19.03,0.01,2.2,7.27,51
1880,DNK,2023,19.51,0.02,3.36,6.44,51
1881,DNK,2024,20.53,0.02,3.99,6.68,51
1882,DOM,2000,0.0,0.75,0.0,0.01,54
1883,DOM,2001,0.0,0.7,0.0,0.01,54
1884,DOM,2002,0.0,0.87,0.0,0.01,54
1885,DOM,2003,0.0,1.19,0.0,0.01,54
1886,DOM,2004,0.0,1.6,0.0,0.01,54
1887,DOM,2005,0.0,1.91,0.0,0.01,54
1888,DOM,2006,0.0,1.75,0.0,0.01,54
1889,DOM,2007,0.0,1.7,0.0,0.01,54
1890,DOM,2008,0.0,1.38,0.0,0.01,54
1891,DOM,2009,0.0,1.46,0.0,0.01,54
1892,DOM,2010,0.0,1.43,0.0,0.13,54
1893,DOM,2011,0.01,1.53,0.0,0.14,54
1894,DOM,2012,0.1,1.78,0.0,0.14,54
1895,DOM,2013,0.24,1.88,0.01,0.15,54
1896,DOM,2014,0.24,1.32,0.02,0.15,54
1897,DOM,2015,0.29,0.93,0.03,0.17,54
1898,DOM,2016,0.32,1.5,0.08,0.49,54
1899,DOM,2017,0.39,2.17,0.14,0.4,54
1900,DOM,2018,0.5,1.76,0.23,0.42,54
1901,DOM,2019,0.79,0.97,0.36,0.35,54
1902,DOM,2020,1.14,1.18,0.43,0.19,54
1903,DOM,2021,1.29,1.0,0.53,0.2,54
1904,DOM,2022,1.17,1.47,1.24,0.21,54
1905,DOM,2023,1.2,1.47,1.36,0.21,54
1906,DZA,1965,0.0,0.4,0.0,0.0,2
1907,DZA,1966,0.0,0.355,0.0,0.0,2
1908,DZA,1967,0.0,0.41,0.0,0.0,2
1909,DZA,1968,0.0,0.563,0.0,0.0,2
1910,DZA,1969,0.0,0.361,0.0,0.0,2
1911,DZA,1970,0.0,0.58,0.0,0.0,2
1912,DZA,1971,0.0,0.33,0.0,0.0,2
1913,DZA,1972,0.0,0.495,0.0,0.0,2
1914,DZA,1973,0.0,0.752,0.0,0.0,2
1915,DZA,1974,0.0,0.497,0.0,0.0,2
1916,DZA,1975,0.0,0.328,0.0,0.0,2
1917,DZA,1976,0.0,0.389,0.0,0.0,2
1918,DZA,1977,0.0,0.269,0.0,0.0,2
1919,DZA,1978,0.0,0.25,0.0,0.0,2
1920,DZA,1979,0.0,0.291,0.0,0.0,2
1921,DZA,1980,0.0,0.257,0.0,0.0,2
1922,DZA,1981,0.0,0.366,0.0,0.0,2
1923,DZA,1982,0.0,0.479,0.0,0.0,2
1924,DZA,1983,0.0,0.235,0.0,0.0,2
1925,DZA,1984,0.0,0.452,0.0,0.0,2
1926,DZA,1985,0.0,0.646,0.0,0.0,2
1927,DZA,1986,0.0,0.25,0.0,0.0,2
1928,DZA,1987,0.0,0.499,0.0,0.0,2
1929,DZA,1988,0.0,0.183,0.0,0.0,2
1930,DZA,1989,0.0,0.226,0.0,0.0,2
1931,DZA,1990,0.0,0.135,0.0,0.0,2
1932,DZA,1991,0.0,0.293,0.0,0.0,2
1933,DZA,1992,0.0,0.199,0.0,0.0,2
1934,DZA,1993,0.0,0.353,0.0,0.0,2
1935,DZA,1994,0.0,0.166,0.0,0.0,2
1936,DZA,1995,0.0,0.193,0.0,0.0,2
1937,DZA,1996,0.0,0.135,0.0,0.0,2
1938,DZA,1997,0.0,0.075,0.0,0.0,2
1939,DZA,1998,0.0,0.215,0.0,0.0,2
1940,DZA,1999,0.0,0.203,0.0,0.0,2
1941,DZA,2000,0.0,0.05,0.0,0.0,2
1942,DZA,2001,0.0,0.07,0.0,0.0,2
1943,DZA,2002,0.0,0.06,0.0,0.0,2
1944,DZA,2003,0.0,0.26,0.0,0.0,2
1945,DZA,2004,0.0,0.25,0.0,0.0,2
1946,DZA,2005,0.0,0.55,0.0,0.0,2
1947,DZA,2006,0.0,0.22,0.0,0.0,2
1948,DZA,2007,0.0,0.22,0.0,0.0,2
1949,DZA,2008,0.0,0.28,0.0,0.0,2
1950,DZA,2009,0.0,0.3,0.0,0.0,2
1951,DZA,2010,0.0,0.17,0.0,0.0,2
1952,DZA,2011,0.0,0.5,0.0,0.0,2
1953,DZA,2012,0.0,0.62,0.0,0.0,2
1954,DZA,2013,0.0,0.33,0.0,0.0,2
1955,DZA,2014,0.0,0.25,0.0,0.0,2
1956,DZA,2015,0.02,0.14,0.06,0.0,2
1957,DZA,2016,0.03,0.22,0.09,0.0,2
1958,DZA,2017,0.01,0.06,0.57,0.0,2
1959,DZA,2018,0.01,0.12,0.65,0.0,2
1960,DZA,2019,0.01,0.15,0.68,0.0,2
1961,DZA,2020,0.01,0.05,0.66,0.0,2
1962,DZA,2021,0.01,0.09,0.81,0.0,2
1963,DZA,2022,0.01,0.02,0.83,0.0,2
1964,DZA,2023,0.02,0.02,0.87,0.0,2
1965,ECU,1965,0.0,0.249,0.0,0.0,55
1966,ECU,1966,0.0,0.285,0.0,0.0,55
1967,ECU,1967,0.0,0.314,0.0,0.0,55
1968,ECU,1968,0.0,0.328,0.0,0.0,55
1969,ECU,1969,0.0,0.364,0.0,0.0,55
1970,ECU,1970,0.0,0.405,0.0,0.0,55
1971,ECU,1971,0.0,0.44,0.0,0.0,55
1972,ECU,1972,0.0,0.445,0.0,0.0,55
1973,ECU,1973,0.0,0.435,0.0,0.0,55
1974,ECU,1974,0.0,0.5,0.0,0.0,55
1975,ECU,1975,0.0,0.628,0.0,0.0,55
1976,ECU,1976,0.0,0.605,0.0,0.0,55
1977,ECU,1977,0.0,0.558,0.0,0.0,55
1978,ECU,1978,0.0,0.791,0.0,0.0,55
1979,ECU,1979,0.0,0.709,0.0,0.0,55
1980,ECU,1980,0.0,0.872,0.0,0.0,55
1981,ECU,1981,0.0,0.779,0.0,0.0,55
1982,ECU,1982,0.0,0.895,0.0,0.0,55
1983,ECU,1983,0.0,1.721,0.0,0.0,55
1984,ECU,1984,0.0,3.233,0.0,0.0,55
1985,ECU,1985,0.0,3.279,0.0,0.0,55
1986,ECU,1986,0.0,4.012,0.0,0.0,55
1987,ECU,1987,0.0,4.57,0.0,0.0,55
1988,ECU,1988,0.0,4.826,0.0,0.0,55
1989,ECU,1989,0.0,4.954,0.0,0.0,55
1990,ECU,1990,0.0,4.9866877,0.0,0.0,55
1991,ECU,1991,0.0,5.075921,0.0,0.0,55
1992,ECU,1992,0.0,4.973581,0.0,0.0,55
1993,ECU,1993,0.0,5.8101373,0.0,0.0,55
1994,ECU,1994,0.0,6.5652776,0.0,0.0,55
1995,ECU,1995,0.0,5.160551,0.0,0.0,55
1996,ECU,1996,0.0,6.3434153,0.0,0.0,55
1997,ECU,1997,0.0,6.5341773,0.0,0.0,55
1998,ECU,1998,0.0,6.5060954,0.0,0.0,55
1999,ECU,1999,0.0,7.176726,0.0,0.0,55
2000,ECU,2000,0.0,7.53,0.0,0.0,55
2001,ECU,2001,0.0,7.0,0.0,0.0,55
2002,ECU,2002,0.0,7.45,0.0,0.0,55
2003,ECU,2003,0.0,7.11,0.0,0.0,55
2004,ECU,2004,0.0,7.34,0.0,0.37,55
2005,ECU,2005,0.0,6.81,0.0,0.61,55
2006,ECU,2006,0.0,7.06,0.0,0.83,55
2007,ECU,2007,0.0,8.95,0.0,0.98,55
2008,ECU,2008,0.0,11.18,0.0,1.24,55
2009,ECU,2009,0.0,9.13,0.0,1.54,55
2010,ECU,2010,0.0,8.55,0.0,1.72,55
2011,ECU,2011,0.0,11.02,0.0,1.49,55
2012,ECU,2012,0.0,12.12,0.0,1.68,55
2013,ECU,2013,0.06,10.93,0.0,1.92,55
2014,ECU,2014,0.08,11.34,0.02,2.34,55
2015,ECU,2015,0.1,12.97,0.04,2.33,55
2016,ECU,2016,0.08,15.68,0.04,2.23,55
2017,ECU,2017,0.07,19.89,0.04,1.58,55
2018,ECU,2018,0.08,20.47,0.04,1.71,55
2019,ECU,2019,0.09,24.66,0.04,1.52,55
2020,ECU,2020,0.08,24.33,0.04,1.38,55
2021,ECU,2021,0.06,25.57,0.04,1.35,55
2022,ECU,2022,0.06,24.64,0.04,0.39,55
2023,ECU,2023,0.06,25.73,0.04,0.39,55
2024,EGY,1965,0.0,1.7324048,0.0,0.0,56
2025,EGY,1966,0.0,1.8252122,0.0,0.0,56
2026,EGY,1967,0.0,1.966633,0.0,0.0,56
2027,EGY,1968,0.0,3.0007727,0.0,0.0,56
2028,EGY,1969,0.0,3.9907181,0.0,0.0,56
2029,EGY,1970,0.0,4.6889834,0.0,0.0,56
2030,EGY,1971,0.0,5.0469546,0.0,0.0,56
2031,EGY,1972,0.0,5.161859,0.0,0.0,56
2032,EGY,1973,0.0,5.1530204,0.0,0.0,56
2033,EGY,1974,0.0,6.11645,0.0,0.0,56
2034,EGY,1975,0.0,6.792618,0.0,0.0,56
2035,EGY,1976,0.0,8.003533,0.0,0.0,56
2036,EGY,1977,0.0,9.037673,0.0,0.0,56
2037,EGY,1978,0.0,9.930392,0.0,0.0,56
2038,EGY,1979,0.0,9.607776,0.0,0.0,56
2039,EGY,1980,0.0,9.802229,0.0,0.0,56
2040,EGY,1981,0.0,10.213233,0.0,0.0,56
2041,EGY,1982,0.0,10.491655,0.0,0.0,56
2042,EGY,1983,0.0,9.815488,0.0,0.0,56
2043,EGY,1984,0.0,9.629872,0.0,0.0,56
2044,EGY,1985,0.0,9.148,0.0,0.0,56
2045,EGY,1986,0.0,8.972,0.0,0.0,56
2046,EGY,1987,0.0,8.9695,0.0,0.0,56
2047,EGY,1988,0.0,8.829,0.0,0.0,56
2048,EGY,1989,0.0,9.487,0.0,0.0,56
2049,EGY,1990,0.0,9.953,0.0,0.0,56
2050,EGY,1991,0.0,9.916,0.0,0.0,56
2051,EGY,1992,0.0,9.8,0.0,0.0,56
2052,EGY,1993,0.0,10.0925,0.0,0.0,56
2053,EGY,1994,0.0,10.728,0.0,0.0,56
2054,EGY,1995,0.0,11.192,0.0,0.0,56
2055,EGY,1996,0.0,11.484,0.0,0.0,56
2056,EGY,1997,0.0,11.771,0.0,0.0,56
2057,EGY,1998,0.0,12.1045,0.0,0.0,56
2058,EGY,1999,0.012,13.4405,0.0,0.0,56
2059,EGY,2000,0.14,13.56,0.0,0.0,56
2060,EGY,2001,0.22,14.98,0.0,0.0,56
2061,EGY,2002,0.2,12.73,0.0,0.0,56
2062,EGY,2003,0.37,12.89,0.0,0.0,56
2063,EGY,2004,0.52,12.52,0.0,0.0,56
2064,EGY,2005,0.55,12.52,0.0,0.0,56
2065,EGY,2006,0.62,12.8,0.0,0.0,56
2066,EGY,2007,0.83,15.35,0.0,0.0,56
2067,EGY,2008,0.91,14.53,0.0,0.0,56
2068,EGY,2009,1.13,12.73,0.0,0.0,56
2069,EGY,2010,1.5,12.92,0.21,0.0,56
2070,EGY,2011,1.52,12.81,0.22,0.0,56
2071,EGY,2012,1.12,12.99,0.24,0.0,56
2072,EGY,2013,1.33,13.22,0.11,0.0,56
2073,EGY,2014,1.44,13.68,0.24,0.0,56
2074,EGY,2015,2.06,13.41,0.17,0.0,56
2075,EGY,2016,2.2,12.72,0.58,0.0,56
2076,EGY,2017,2.33,12.6,0.6,0.0,56
2077,EGY,2018,3.02,12.77,1.52,0.0,56
2078,EGY,2019,4.23,12.09,4.43,0.0,56
2079,EGY,2020,4.23,12.09,4.51,0.0,56
2080,EGY,2021,4.23,14.0,4.8,0.0,56
2081,EGY,2022,5.51,13.29,5.39,0.0,56
2082,EGY,2023,5.74,13.82,5.24,0.0,56
2083,ERI,2000,0.0,0.0,0.0,0.0,59
2084,ERI,2001,0.0,0.0,0.0,0.0,59
2085,ERI,2002,0.0,0.0,0.0,0.0,59
2086,ERI,2003,0.0,0.0,0.0,0.0,59
2087,ERI,2004,0.0,0.0,0.0,0.0,59
2088,ERI,2005,0.0,0.0,0.0,0.0,59
2089,ERI,2006,0.0,0.0,0.0,0.0,59
2090,ERI,2007,0.0,0.0,0.0,0.0,59
2091,ERI,2008,0.0,0.0,0.0,0.0,59
2092,ERI,2009,0.0,0.0,0.0,0.0,59
2093,ERI,2010,0.0,0.0,0.0,0.0,59
2094,ERI,2011,0.0,0.0,0.0,0.0,59
2095,ERI,2012,0.0,0.0,0.0,0.0,59
2096,ERI,2013,0.0,0.0,0.0,0.0,59
2097,ERI,2014,0.0,0.0,0.0,0.0,59
2098,ERI,2015,0.0,0.0,0.0,0.0,59
2099,ERI,2016,0.0,0.0,0.0,0.0,59
2100,ERI,2017,0.0,0.0,0.01,0.0,59
